products_and_services,products_id
fixed scaffolding hire,176abef0-ab06-4435-8405-d8494d3f56ea
burners,23763403-0baa-4cc7-8c93-926bca89863c
modems,d1add081-9fef-44ab-b1cf-ec42b9a27ab7
erection of support scaffolding for the building trade,581bad40-8ec0-4196-892a-aaa8b0bd435b
erection of support frames for the building trade,66b63740-8496-4889-b6b3-7dd58e333199
varnishing,ca40a3c9-f9ef-4901-b6c4-6c0e7aa0f009
cork,d3f1fa60-8c87-44f5-8f07-e3c94a87578f
metal cleaning,b04f931c-6aac-4526-b4f6-debd0c6ebf64
executive design project,443f33ca-8c32-4443-a609-401723d6b2b7
architectural projects,b8321e0a-bb54-444d-ad9b-195885bc8a01
international team offering modern architecture,9caceb09-df1b-4d25-98cb-7fcf3aa9e508
pharmacy and other retail design services,fc9ff00c-696e-4632-81a0-dc86e5bef4cb
most luxurious designs for low cost,aea01a24-ed91-4afa-b194-9142a4afb209
english speaking architects and interior designers in italy,74705bdd-2fa4-4d64-a33d-f3ad141cab33
architectural studies for town houses,10806acc-a6ab-4122-bb72-ade2b4ddce1e
architectural practice for shopping centres,64dfd3ad-9faf-4a24-b41a-ab745e08012d
architectural studies for civil defence works,06850d2d-91ea-4ef0-80d1-31912bc611ed
packaging cases,9aea3284-8658-42a2-ac80-53b3e245723a
urban redevelopment plans,dcc5628c-31b6-48a6-94be-68a8d14f9c4a
aerial photography and video by drone,ef3e0746-3755-4bba-827a-918b93055ebe
industrial architecture,ff714e08-145a-45ac-83d5-3cca85806604
store design,ecb3c30d-0687-4fd9-8890-9f88c44e6461
planning,572d8ad3-1e61-43f9-a671-f51bf7fb1a62
engineering services,345a0c32-d8f2-48f0-b000-18cf73352ab5
design and construction of infrastructures for residential building,d41afc89-b84f-4b08-9c4c-e69d8d648566
estimated metric calculations,740e5d5c-70ad-43b1-b124-fec87b85141b
local and foreign commercial partners sought,188810c7-ed74-4c04-b5fc-4b8889dc9ae6
international accompaniment services,eb10ab5b-acb4-451e-84eb-9036c0684e45
virtual reality,92ec76e9-a2fe-45f4-a9f7-ca1a4a79153f
virtual tours,11b89d34-7d72-4628-a0fb-a90811eafcac
building construction sector appraisals,e6db55bd-f159-4e7c-bf5b-a279482c5d63
creativity,9b23e76d-ace9-4364-aaf0-92fea9d0ae9f
trade fair services and organisation,a9b62690-54f9-42d8-b67d-1cfe8215162f
urban building land registry,9626d2b3-b566-4ef2-bd09-5a5b6753d288
progettazione residenziale,96568f96-4f05-4ff2-8578-a6af8d24b49f
gps surveys,f92e611f-154b-4216-b775-ba7bc39ca58c
furnishing agents and representatives,ea59c399-11f8-4dcb-a957-6e4915640c1f
professional consulting services,b257f50f-2768-4f77-9f42-1f886cb254d3
gis applications,65fdf655-7110-45b0-9110-1b6b71195528
prospecting for radon,ef998fb8-880a-4124-8a08-3f9ab1cc7540
electriciy and telephone installation manholes,19fd86b9-3c38-41e2-b680-06a2fbda2531
sound-absorbing barriers,afeba4f8-0a51-43f6-a0f6-58003c4c2455
tourist resort design,7bc58ea0-df8a-4967-9364-02ec1f0565d8
modular housing,ea1cb5f4-1343-4acf-8d05-09cd5435e2f7
real estate investment fund management and administration services,14394060-3d63-48c3-9e13-9bdd85f0973f
prestigious properties,f4281132-f15e-4a18-92b3-c0ac9d6c7684
dwelling module rental,0eed3a0c-f8b4-4de2-b0dd-a689bfe04b76
prefabricated construction,cf982814-2ad4-4925-8bac-4eaacd7d6c76
concrete formwork,3b382f3b-116c-4566-84f5-657cc16965b1
light-emitting diode led,419b420d-7325-4ed7-b014-58acd28aa077
wood arbours and gazebos,e6bcbc02-3f25-464e-a49f-d36020d708ce
chalets,95644eb3-4992-43c1-83d3-10c1b6b993dd
taxis,a6cb159c-d03f-4f3c-ba9a-32263364db09
taxi formia,b2116fd4-9cf1-466b-bdf1-3999a2edbc7d
private taxi,842bcd3b-0d60-4eba-bfae-e04fe68aa295
taxi gaeta,1a520cc9-fba6-48cd-bdef-5ba2cd284c11
"forwarding agents, harbour",d265f9a1-99a6-4148-9bc3-4ee1eab8b485
car and van repairers,4981afb8-97b4-4468-961c-07f2b809b3d0
marine engine assistance,efad51e9-f854-4ba9-8225-f0cecff8f9ad
boat slip rentals,9e04c03a-57ff-4d24-9b28-0b48a8d16ee6
boat building,3b52e2c4-7a9f-4694-af8c-2dbd0ccb5428
business trips - organisation,486806b5-b182-4f76-bccb-e889b824e05d
taxi service,184cf9e3-aec3-45ea-9a05-7a2acdecf561
rent with driver,4d7c9b6c-8c3f-4835-828c-4b4cbbbc0b6e
excursion,a8c3f403-a688-4b19-984b-15685c3cf361
airport service,4d6c6b98-dcc0-49e6-930d-31cadf4a561a
transfer service,0d82df34-149f-4510-b240-6b6db4f44311
chauffeured limousine hire,4e3d252f-78a6-4022-91f8-8d410c63a89f
venice car hire,8aa58431-8d6b-49cb-a9af-7b4cacea9654
private tuscany tours,abd94d6d-8b82-42d1-8b7f-e61d244e260c
car hire with driver florence,fcad728b-942e-4f55-ac0a-4f8b58efe23a
wooden cottages,eeba8ab6-5602-492c-bb1c-ec8b699050a0
research and development in the field of earthmoving works,63652fbf-639e-48dd-a8bb-5bf472fc0029
presses,142c8c03-d7c7-42ca-a959-08925b03b718
maintenance and installation of electrical systems,ffc903e4-d610-4a17-a457-15883cd263fc
assembly and maintenance,77f18f40-48a5-420f-b177-43e14096c9c0
"punching machines, plastic",b6cc228a-3ad1-4b68-8bfd-cc0300fa4b6c
thermoforming lines,de0583a4-1113-485b-bcf4-b116a1de09e7
conveyor belts for mines and quarries,28ef3f6c-de96-4fee-aab5-37a6116251aa
hoppers,132940ab-a737-43e1-b079-454a4387ff64
designer of industrial prototypes,9eb81008-d67c-4d2b-92b8-7ff01acd1b37
design of warehouse systems,c4362d91-d68e-45ca-98a0-7ff0da6c2188
consulting,287dec9f-b83c-40be-9fba-68c474a78bbc
cad,512e3b41-be84-4354-933c-9117b1f87caa
technical drawing,9619b70d-909d-4f0c-804d-768873af0bc7
industrial weighing tools,998ec045-cddd-441a-bd58-acefd9e32400
building yard service,c60a82bd-e8f2-4d59-8271-a07807ce9501
process engineering,a404d84e-ea4f-495d-bb21-8553b671d870
electrical system testing and inspection,1d974560-80dc-457e-bfe1-b6e956b50ac2
design and dimensioning of new systems,13001a55-5faf-4a13-880a-c06303ffa84f
abs,cbb191d3-83dc-413d-9038-9b9daec0eab1
blueprint-copying machinery,45c8c0ba-285c-4f15-bad7-afd1189b891c
silos orizzontali impianti calcestruzzo,a8de9ffb-030b-4b49-9753-741955fde50d
heat engineering advice,4a1e7545-e2ae-48a5-941f-dcacce1e1b24
company management and organisation courses,38cf84e6-38da-4528-9653-aacb24711a15
automation boards with plc,5f9a15d9-5fd0-4ab7-a3dc-4a0753f079b4
pneumatic transport,c3ce7555-afc6-44d0-95ca-f916e3fcdc3d
thermal systems for building,9f252a9a-65d3-4bf9-a1e0-a78516735add
engineering studies for industrial building,65ef7001-91b6-4c23-a687-e307dbdff5af
industrial design studio,f474f381-da93-4c18-b86c-a91fcd33389b
assembly of technological systems,86f43b22-2d74-4dcf-8d59-7e79d81f482f
mechanical precision assembly,d4d19dcc-6d83-4e76-ab5a-c4d9c5040e7b
machining of special steels,58c3d134-b896-46ba-a21b-b349e9fb7e88
metal construction goods,aa14ae48-ecba-484e-8d9a-a3b22828e52d
creation of prototypes,33d03fdb-c1a3-4df2-b4c5-9642802462f4
"cisterns, metal",881d407f-614c-4ae8-b32d-0a57ddf533b3
"trailers, tank",9ec78533-763a-42bc-8711-4af159641299
tank trailers,d21ce9cb-21d1-4c9c-bc27-96e2de1b4fd2
lifting jacks,c0345c7d-6b9c-4401-ade8-13959a3af93d
cargo trailers,5d27c2d0-d44e-44ad-86ff-2609c84a9dff
pedal units – brakes – clutches,41e96c29-bde3-4b80-9108-05c10ecedfc4
front axles with two drive-wheels for tractors,5bc47931-889e-4759-93d5-ee8e2ec5650b
fixed steering columns,f554a3ec-d998-46db-9935-7ccf429de21f
adjustable steering columns,7b1a5bcd-0fbf-43d8-994d-1935fee2e0d9
steering axles,db7432b0-842b-4600-a752-255a9adddca5
guiding axles for fork-lift trucks,50cbb1de-bf90-4bbe-9150-6803093d8b64
metal structures for amusement parks,9d38b97a-2ebf-45f3-b3a5-72ace9974728
metal structures for cranes,9abe2fec-e717-48fd-ab45-4a4448ffaad3
mechanical machining with cnc,9838977c-37d1-4950-829e-8316e1c3ac2d
systems and machinery for cutting sheet metal,19f7af86-093c-40db-8640-b84414dd67f7
steel strip and roll blanking,f5599a45-ea3e-4e63-a6db-e8070cf1df3e
stainless steel sheets,1006819e-85e7-4870-bbf0-76e2211fac68
steel and metal bending,cc93fc86-3986-4146-895a-4e99e7b35908
laser cutting service,478677ae-8c3d-4900-9bf4-024e040747d5
sheet metal preparation and machining,6b82b1ce-f9d9-4d0a-8dba-97a7e2e90070
stainless steel alloys,21900865-978a-4157-a4c6-a472811255c5
working of brass,286f45ca-0ec6-4bde-bd85-0480ca49824a
punching machines,f7008e90-40a4-419c-a5cf-4285136cc008
stables and stalls - fittings,38c7e476-bcc5-4627-ab12-f29ae6cf1f4a
bucket elevators,ea6bdfdf-44fd-41cc-be37-c015185ab596
metal boring,3845e159-d78f-42ff-9f88-e1f7ea11013c
salvaging of ferrous metals,23680c65-9110-4b6f-9cdd-91ba937e22d5
metal scrap recovery,d08bf19a-8df4-4ad3-ba2e-9ed23714dceb
ferrous metals and alloys,ca890e87-fbc6-4cdd-9b33-ae47bd8ce118
horizontal presses,ac2bac80-37c5-49ec-8515-3ca09ddd6382
notching machine,dc683a93-88a0-417d-8bf0-1c59dcc47310
tucking machines,9f20f057-2559-4311-a346-0e08ad7339df
staplers for sheet metal work,7d0d4efe-d345-4b88-aec3-ad4327cfcefb
hydraulic drawing presses,11482ccb-9318-45bd-a93d-fa729487845a
metal shearing,fb31157b-ba32-40c1-bc53-575da1fc986a
sheet metal - trade,35e5d6ab-27e5-4263-a46d-c4917fbf57a2
sale of non-ferrous metals,1abbe84d-1b21-43d8-b30d-2610588168d5
iron and metal scrap working and sale,dcd723ee-da3b-4aee-a0cc-9266f2b4b55d
overhaul of machine tools for sheet metal working,00c5b753-85e4-4d6b-88c7-0903bf81b62b
overhaul of machine tools for for working small metal hardware,c469c8fc-cf09-465e-a929-c8991d8f511d
machining of steel pipes,d0bbb794-82fd-46c3-b700-eae44b427414
industrial shelving,15ec2854-0842-4216-ad1d-82e809ae8c29
vertical filing,eaaf90c5-553d-45f3-a815-e556e629319a
"technical consultants on lifting, handling and warehousing",a61a6e46-b436-4430-b780-ece7c866e5fc
filleting,f21ee436-2fa4-4293-814b-88a53b0b8fa9
structural tube bending,62102866-f1dd-4909-bf02-e0b3ae4dc2a4
machine tools,319d749d-7ac4-42b1-a4ac-e3beed7af644
stretched metal,58553a62-15b9-476a-949d-60e52a791bf4
metal fabrics,53da6928-522c-4fae-aa27-b164fb52e79c
control boxes - electric,12ea5888-b5a5-4b7d-8d63-6a15442a070a
control consoles,888ca477-d243-4244-874c-4768f774f651
cabinets for switchgear,c38e1f94-5c85-4667-b9d1-0dc07a156138
cabinets for electro-technics,4e720ac6-ef24-406a-9fcd-cd5cec1c6b41
lightweight structural frames,796a1450-e047-41a5-9cfc-de677b3eb7f4
welding shops,3f04564a-711e-4d6e-acd3-82a000fc8dbb
welding and assembly work,2926d4a3-c927-4e35-b91d-dc8a72142ba5
travelling cranes,2bb12ce4-7172-433f-869d-3e10d1e8ecd3
bridge cranes,6d4a97cf-58f7-4e11-aa65-a7f06b15f31f
overhead travelling crane,278ce4f4-3580-40d9-bb46-cf9a37d3f242
"shelving, storage",9da8bc2a-fd37-456e-ae5f-50d4574ec0cc
cantilever shelving for warehouses,1acc4f90-1b6c-4003-b12d-5cc05c1b4255
assembling and fitting out special vehicles,9f7c12ba-7357-4914-b428-3fbaa279ad2b
accessories and components for telecommunications and telephony,6c59f2af-d4ad-4376-8724-7342efa32315
construction of electrowelded machines,7aceae19-b226-460e-92ee-e3d0e73d81ad
metal punching,4130b46c-21e2-41ee-966b-14377d3534d4
mig welding,520895d8-ad01-47cd-a9a4-c7b740b19a98
lavorazione lamiera,31b8f224-cfcd-4414-8bd4-71ebb0b5d372
machining to drawing,c00be25c-ce88-40b2-b717-33187e4e4407
metal sheds,d03fa290-fac5-42df-8336-981a22717da2
upgrading fire prevention systems to current standards,8fcca61b-670b-4b04-add1-678ce2fdd919
iso 9001 certification,52a69ff1-946f-40d4-866a-8dd9a578e525
machine installation for food industry,8e7acdbb-7113-4b3c-864e-24952d881fd6
silo assembly,c2d49324-c3be-41cf-ad2b-fa7c7d121ebf
macchine speciali,6e7ba064-e968-458d-8cb0-f6325273677d
cad development design work,b15a65e4-4e5e-4ef9-81ff-4befd0116617
steel girders,998fd7d8-b2e4-41f5-b2c9-73156b40c3be
metal sheets,a8dae59f-34d4-4e11-849c-a3048e45eebd
metal demolition work,bc50ebcf-492a-4869-ba22-44082330c64b
"halls, metal",e8bdb810-462e-4f8f-9c69-3d6ecb5420e8
stainless steel welding,0bd993c5-d639-4414-96f0-f9f28f62460b
stainless-steel pipes,32eaf8a9-2612-4f0e-ae29-b90ed29c95d5
plasma cutting,57c8e268-72dd-40e4-ba2c-8750383bf6cc
metal carpentry design,dc394886-d6de-4f7a-ac79-b8bfe92dd866
mechanical construction for metalworking,3fdb5e8d-0a11-4984-8e18-0c3e5875f652
aluminium sheet bending,d1c4ed21-5fc5-40f7-9f76-178347529171
metallurgy - machinery and installations,8459f4e5-53cc-4079-92eb-4ae5fa828849
mechanical bending press for sheet metal,ee26b207-ea15-4568-92ad-127192b3a468
machine shop equipment,a5ac8533-efba-4d55-8138-c7934899f918
pasteurisers,29303a02-a307-4afb-a9ef-ed14c657d357
customised mechanical assemblies,5a775522-a65b-468e-aaf3-86edf1b2e3b4
mechanical assistance,d294f718-ad04-4a72-b5c6-77fca34afb6c
mechanical assembly of systems,70351281-fe47-4b39-a62e-c2901e216d96
sludge and sewage biogas purification plants,3cd75ed2-55d6-4493-9e0f-7d1c8bbe1c34
metals - machining,02e6a10e-878d-4ecd-b278-79f9266388de
metal constructions,0ebe1e20-d82a-441f-8012-549522a15857
filters for use in the petrochemical industry,558dce8e-bbfa-4c1f-bbe1-152519baf42d
machines for boiler-making,5ffeb0c6-844b-4cda-a07e-3fd6ae8870b8
carpentry works,097b2ad5-83cc-49a0-b61b-eec689755b47
metallurgy and iron and steel industry - machinery and installations,560b73ed-5818-4c86-bb9b-f704045fc5be
boring - steels and metals,0faa94ab-41d2-414a-b303-a0778bbc88cd
mechanical forming to drawings,6d30745e-2e57-4c58-a343-f345a00d675d
metal drilling,43984379-d47d-4900-b33f-ea264e05a3f3
light metal framework,ecc68401-ed4f-4a96-a0af-04e8912d2468
metal degreasing,abbc6977-d99c-4609-9e88-259bbb805d32
medium-weight steel constructions,4544888a-9c41-4028-aebc-fc1d8f2b075f
forging metals,84ae56f2-4741-447d-aace-1a4047e65b18
precision mechanics workshop,458785fe-2cd1-4778-a05a-ffd878da71d0
cisterns,a29ecf29-65f8-4584-8563-eb0cdd5284ca
customised tube cutting,c84f2e15-7edc-4148-9e65-d59362689771
tube forming machine,89173de7-7f64-4c11-8c4f-1f021488a729
5-axis milling,ae863431-e63f-4475-b8c0-7a350f985f2e
tubes welded into sheet metal,eecfc98a-99fc-4200-b8d6-241a38b69d41
stainless steel tube machining,61f75b81-e121-42aa-a2eb-d836abf03d40
trading in steel,e377ddcc-bc7d-45ab-8115-3bd1677c840a
tube forming,700fba8a-89ef-4d9a-9979-579471c5193a
zinc plated,e9482194-bc0c-41c4-b936-bd273779c218
conventional machine tools for sheet bending,77ccc1be-0dd2-431a-bbd6-ca776b501400
bending and cutting lines,65718003-0f9f-471a-a923-b6b0ca5df4f2
machine tools for sheet metal work,77e53e03-bbe0-4989-b8ee-02a71b81cb38
automatic strip cutters,f93df11f-d5f0-470e-8b2e-486767fcd918
sheet metal bending machines,f83831dc-414d-4311-aca9-261035cc0d42
pre-varnished steel and aluminium in all colours,c88dbba6-b490-4906-aa19-b4aa0d933016
iron metallization,73b1f350-c751-43ff-83b9-4c08744e29e3
metal alloys,57c68e11-da76-4592-bf2c-d9d7b52e1f9f
aluminium metallization,3445939b-2d56-4f9b-873a-eeef6fcf3e51
heavy structural work,16531a81-d552-424f-97e4-9b28cd8299ae
gold and silversmith's machinery and equipment,83460500-bc72-4984-840e-4007852a6da6
metal working machinery,3cc31216-9388-40b2-a005-f71f7e6539ea
machines for working metal wire and small metal parts,05eff742-14b4-4e91-a3bc-b2cdc44ce73d
punching machine tools,87132636-318d-49f4-9172-73fe7bf3dde8
architectural model,2dba2a00-d6a8-4d81-86fe-48831230470a
models of villas and small houses,b649445a-9bc1-4470-a806-67f36faff17b
models of landscapes,4fc0c4c0-6a2a-4730-9079-e29415cadaae
3d printers,6cd24fb6-4c4c-412f-a318-0d0f2c3afcdd
electroplating on plastics,e3a0c932-f323-47d8-89ab-b8774c61d54b
model cars,bac10316-bfd4-4ceb-9112-bf0bf3251f5d
loading arms,f999feb7-5ab2-4e36-bc1c-200542a6d9da
metering skids,88247f72-b551-4489-b508-e9b8c7ded103
folding stairs and cages,ec96af34-c74b-4dbe-a310-42feff786366
access platforms,268cc09f-72db-40f8-b92b-d09e9ade96b3
multi-level car park construction,29e0bf8d-64a1-44ab-881d-ff90d3d284e1
emergency accommodation,c82f0728-d70d-4dc0-a612-852536c97e55
work camp set-up,9b17904e-ecfe-49c5-9bab-903c5d144e9b
wooden chalets,8532eb41-1c96-427f-86a6-963e23f307c0
buying and selling land,cb8c6e4c-4385-4b38-af12-6a8a92ff925c
wood roof building,78b4f234-be98-4b68-8657-327a7f05d099
prefabricated house design,8735470c-2ac1-4000-ade7-7bb676c921ba
insulated prefabricated structures,acfc7645-7c4d-4402-9024-a909f798a8a8
plywood boxes,24a0f098-a81d-48f3-ab44-ae697e09b4de
renewable energies,bd1ad01f-4952-456a-8c02-8f9e6e0343bc
facilities management services,3865b55b-66dc-4886-8d36-79f4c876c5fc
information systems,0d49ff68-cf99-4d23-8890-53093549b915
technical assessment,b69e915c-9790-4789-ab5a-9719a73551f0
project management assistance,e7ab1083-6821-4bc8-b58f-e30cd3364fdc
expert testimony and insurance consulting for claims for damages,01099cb1-3725-4bdc-a1a0-a9c9bdfc3dec
air conditioning system design,fc11309c-d744-4aec-ae92-ea9facb72944
professional clothing,785a352a-dd97-4ea3-a86e-7bf62ae98a96
overhead equipment,47870980-4523-4354-8d96-80fee9c2fde0
engineering studies for hotels and restaurants,2892e7a1-3cc2-4649-8ab6-d9851b066939
noise analysis,5b4ede32-a88d-42f1-8809-cf5531f5eaba
phonometric and vibrometric surveys and analyses,3c7ca0b8-6467-45b9-bc45-9fd5475568a7
magnets,aff3f07a-fa36-46cb-9936-f4da8bb26779
medical services - specialised,19c16265-5a94-434b-bf68-bb9420e37215
lorries,fc2bb1ff-1b98-49ef-a9a8-5333075ce9fc
audio-visual - production and distribution,3629fdbe-79cb-43f3-ae6a-1cd49821101f
interpreting,0725b3bb-de28-4c2e-b606-d4cbb24f2069
translation,ddc1403d-3099-4965-91bc-3b1cbc1ab771
consulting and design of electro-mechanical systems,7d69f35b-7f7d-4d33-ada2-080d60410985
electricityproduction and transport system consulting and design,a116ff12-0da9-4e84-a1a0-80f49d33252d
gloves,80b5c893-93f1-4b54-be73-6dd069a6884c
aluminium components,812b6a8f-8b4d-4258-969d-06847ced8994
furniture kits,1fc13aa1-6af5-43e6-a1fc-ddbbb37e9d24
vertical roll up doors,75ab4b6a-f7ef-4671-bdd8-b79f1dadca39
forks for lift trucks and carriers,a5cc8ecb-61f9-4332-a1a7-00e0906b9369
preformed strips,2d5a74e5-6940-479f-a79d-94def53de4d6
rings for corrugated tubes,79d51ebf-16b5-4125-8066-28ed9ffb25a2
insulating tape,35f7c520-6d66-49ee-a670-2e4867f0d139
machinery for the production of springs,0febb72b-a232-454d-b9c9-4c51c1aded1a
machinery for the production of metal blades,26a5dbce-49ed-4598-bf56-6b2da048d0dd
micanite insulators,a7f9c7fa-119b-4106-a1ae-89e1430d84e2
manufacture of electrical insulators,e02a5c7b-1fcb-4350-ab8b-91b0ce1b1cdf
micanite plates,d46bb903-e809-4716-808d-985b2979ec44
micanite,b7c49cf7-fc91-4927-b67e-cb63bc172718
electrical supplies,9e2a96b0-117f-4b09-bd65-e69b539740a7
micanite piping,10b0ed34-e035-4d84-93fa-8b9a72232fee
electric insulators,8aed0f4f-467d-454c-805d-323f43e3a15d
assembly of electric boards,e22ff372-15cd-49eb-a1b9-91abd7856535
wiring bars for electrical panels,59ea7fd1-9fc6-4af7-9664-72d5fb860b7e
bright polishing,70f692ff-22e0-4e0a-9203-1b7f87db2934
granite smoothing,8ffdfc24-50b4-4ed8-a924-c520579bace5
"machines and equipment for conditioning, measuring, wrapping and folding fabrics",8690c127-d717-4974-a0d9-7df18a2c28ee
application of corrosion- and acid resistant coatings,c3b5ecd0-05a0-4827-ae23-f44e733acd36
office and shop planning,79151968-d418-4027-941e-bba2d1289165
acoustic panel,31d8ca45-cd43-48ad-aff1-92f3f098add4
office desks,5bff950c-9668-4f81-a1fc-cb1f21f1028f
air conditioning vibration dampers,662fcd7d-2292-4b6a-adc4-5c76246b3b0c
brackets for motors and machinery,d0ad7c4f-47f4-4825-9472-353b62faa841
chemical paper,c50c6275-ce9d-40fd-9839-8e394af32d1f
wood oils,e00fc386-8af1-437d-bff9-851f2e3338e1
parquet flooring adhesive,8c20f68b-3638-46b3-8e60-58b3bbb4f078
"paint, nano tech",a41e5b3d-2ed9-412c-b837-d9572acdb6a9
vibration dampers,757228a8-82d9-453f-9304-718edaf06fd6
vibration damping products for construction work,e071bfe2-77be-41f0-af1a-610487c02ef7
aids for the disabled and orthopedic articles,41c55c0c-cc32-4f20-8f88-9a44d3303cf8
relaxation armchairs,eac39c8b-e6a9-4b19-b0c7-25e1ae33982e
chair for the disabled,f7479a09-bb22-4599-a57a-b22a9d9b09f8
renting devices for the disabled,7ac6294c-8374-497b-843a-d423d1ca17d8
orthopaedic aids hire,4d017308-05a6-45ad-8510-f0ac75ce9ed9
electronic medical device rental,dda44986-5485-4de9-b8cf-7b659e198868
orthopedic bed and accessory rental,0d8361e5-7b75-4b1a-8622-007e532f0191
food vending machines,63bdfde3-a4c4-41c4-ae62-883798f6b18b
plumbing fittings for the building industry,eac72d0f-fd2f-411d-bb2f-a62b8b027725
scooters with boot,983941fd-40a8-4dab-84cd-a53e35dc7ce9
chemical wc hire,0cfc824a-a9ec-4fe8-a557-7735c1ff828b
domestic plumbing,e5494454-1355-4738-ab2c-7eee476f7662
additives and pigments,a4148157-38ec-4b51-a023-9324a3fcb882
collection and transport of non-hazardous industrial effluents,48164a7e-8cde-493d-94b3-02601bd9a5dd
mineral paints,f66a0cfd-e82d-4546-ad03-9956795d5e1f
equipment and accessories for heating,cf261c8c-e18a-44da-9a8f-6401cc5d1c27
galvanized metal rods,40df5b4e-438c-4e62-8527-76083a443b87
air filters,bcde09f2-1239-4867-8e39-d64aea2db225
crane trucks for building,8834f099-e042-408e-b233-ec4b1e09f4b1
"wheels, castors and rollers - rubber",80595bcf-c841-4872-9e1c-2c8e52a03159
photography and cinema - photographic and projection equipment,f110733c-9d33-4391-b7ef-9658b6484ef5
building material additives,b9983ec4-93f5-4bc2-a6c5-0285db6de32f
giunto bentonitico,bb2fdb5c-e6c6-4fa8-817d-70abd7d908c8
waterstop,b19e8561-dc48-45e4-a916-c95bcc911e86
trafilati in gomma,1042b59e-57e6-4283-8c0e-1e0e0c54e11c
appoggi in neoprene,9293a529-3769-4e80-b012-cbab9fe1aebc
depot,a410e094-1580-4dde-b6a4-731be9097806
isolamento termico aerogel,06f0277e-4193-4026-ab28-816e91c90e17
fall prevention system and equipment,e80c0803-3131-4e20-a66c-393a400d349b
antifall devices,80122c7e-54eb-4f0b-ad0e-13e4eade88b4
manual tools for the building industry,07f97cbe-5297-4b53-8caf-eb078e77cb5e
non-powered hand tools for the building trade,5908e1ec-14ef-49e2-aa7c-3e5742443a5a
mortar mixers,5430215b-a4ea-4de3-9d7d-b9ea26afa6a0
cement repairs,d17037cc-c032-4991-ba6b-aa23e539dbb2
painting and enamelling articles,3f0070f5-4537-471c-94ff-91c8b5f8b75a
testing composite materials for building,37ccea1d-06c3-4b7c-b71f-ebfbfeaf3151
structural monitoring of old and modern buildings,1af2340e-f2c9-4473-97f4-bce1bd36ae4c
material control and analysis laboratories,a5c65713-14be-4845-aa03-77bc91eefe0e
tests on building materials,5fc1cba7-5949-4dbb-89c6-4277e37e3669
forged iron,9b3e7601-a2ef-4825-bad8-d1d7c28ba84e
forged steels,5ecd033c-f6b0-4d6c-837d-a0c53beba517
forged flat steel,0f49fdcb-0bc6-40f6-b67c-137ab7207f44
forged bars,70f44ac1-6145-405b-a082-ff17b64ff666
iso 9000 certifications,02f779b0-d1f0-428c-9805-d7a305195e0f
certificates,97e8cf9f-cc4e-4c4b-8952-ce67e994d8a9
product quality certification,a277c545-f622-42e8-af9c-331819105ac0
lifts and hoists for the building trade,4e237c20-de59-410b-b14d-be575fb12596
profili,4f2e32b4-0cef-4e03-baf1-88715a8a94a6
coextruded plastic profile sections,2e22d13a-43fc-4f25-9b67-06114a22220e
"tools, pneumatic",cb5d5a07-cbee-44b6-aa09-f8b9e612b3d6
packing articles,1c53889f-4579-4348-b8cc-9fb60e4e7ef8
tumble polished stones,95eb4ca3-cf6b-488e-bc4a-473efee28910
santafiora - peperino - lavagrigia - lavarosa,adb0075e-356d-46c6-97f1-9bae3dc4a612
costruzione stampanti 3d,5dc30dab-99da-4dc8-93b6-bd761ce163a1
costruzione e progettazione stampi,07361922-03dc-4487-9fde-b3da20e743a7
costruzione sfaccettartici pietre preziose e diamanti,a0d57380-3e7c-45c1-8a88-1e59bcb9596f
iron benders for reinforced concrete,a007e3c4-8b94-4ad4-895f-5e17951114f3
carbon fibre components,0a64e070-75ab-482c-b859-0fbf205f27d1
binders for building materials,183d9bbd-788e-489a-b7dd-231655e8685f
chemical thickeners for the food industry,5cd28b9f-3a5a-4cba-a77d-ba3eef83cb90
electron beam welding - equipment,2c051411-059d-427a-ab4b-1ce2f845b9b9
bus shelters,07bf6f7d-4baa-4dae-88ef-b4bab7b67c87
polycarbonate cabinets,a224af39-c6ba-4e69-9018-4423d6a6caba
extruded polystyrene,706e4db6-3db5-4072-87de-5610576051b4
clay blocks,9d486646-2031-40a6-863d-730cb90e43a1
blocks of cement,69683cdb-7dbc-492f-bdfa-b57fc888a811
corner blocks,e534fbef-ceaa-4f1a-8368-2ef125ab3c0a
building blocks,cf2146df-361d-44dc-a41a-a376c6834181
holiday apartment block,f5f5ac8c-7194-469f-a872-fdcc256f9929
holiday houses,9d8967a9-5c20-422e-875c-3b39759848ea
stainless steel chimney flues,cd7f4778-26f1-4f01-8c41-0ce2679b1b47
flues for buildings,ec1c3f04-446c-461d-913b-216aa96e35e0
industrial chimney flues,251b19a7-b759-4d7a-bf26-e0f99a4aa98f
construction of flues,1c7cd3a6-4b9c-4ca8-90d1-4274c733c96f
grinding wheel,8b12fc2e-5820-41be-a7c2-33e132596822
rolls of emery cloth or paper,9453221c-9d79-4197-a92d-7357ceacffa6
smart switch,8de0f5ed-2d39-49be-a84b-5cae3e6d1324
domotic,2bff7dda-285d-42ed-b13b-c5e5bb3657fb
intelligent switch,7348f8a8-2d8f-42d7-96d7-9a144a7f22ae
plate rolling machine,5a65fbc6-4836-42f6-8737-bb79f91a70d5
bending rolls,ee192958-e2f4-453f-a648-1fcd14bee7b3
profile bending rolls,dc18728b-9764-4702-b32e-43fb708893e3
"faccin, boldrini, roundo",9b9d9497-b817-4778-b568-791146dc6bf0
