products_id,products_and_services
4610d86052d901c5136a362b3a55b0e464abab30,"furniture and decorations, garden"
0b0695d77d65cb56e9c7164fdf1f56f4fbcc10ae,"furniture, camping"
a8d070580e5656c0037e3961ba6eea4e89ffa500,camping tables and chairs
72aa72648537e3b12ca3419e60c8743c15cb59c4,"polishing, lacquering and varnishing of furniture and wood"
e932324709eedcdfb104bbe23a875f129c8b2942,"engraving, industrial - steels and metals"
c29099b638b9c180d5ae46930fb7090a3628f2cf,surveyors - consultants
1d5949ab72dfd0637f34c705c065f22070d340dd,landscaping and gardening services
707938a8d64b3ee8f879b2fb3c032c6ab4547dad,open space amenities
509eef0aac52fe0a8cac18a2bd6f4a0b692f0126,"iron, special grade and pig iron"
ed41a04dce1275d72c66a960de6632e976294fdd,moulds and patterns
cca4bc7f0041708608695cf04fffad2f287278b0,landscaping contractors
ebdd01b44d9d00f9ad6259515b9c4d61c244de0d,plastics - household products
61e872dd7be3a9410035dffc74043ef35088e5a1,fruits and vegetables - import-export
d0620533427cdbb3b914d950d6cb5bf462cf6074,tiling and paving - firms
625e563b4e3d317d5e3edd139c802ab5440469da,joinery and carpentry - works
3fb3415d32b73787f3163b04256974c532fad6c0,plumbing - works
88adcf3a3244eedc1ecee35b212679cb1e662603,retailing outlets
98007a762daae776798e0631ee9d33f785b0c75f,decoration
821fb4b20cb533d03d4bd1b6cdc2f4fc5fc108c3,sugared almonds
27ba2df9166bf7fd953562116070601ef0051a29,injection moulding of rubber and plastic
af188b4d7cddd1c80469fd9c7958d374c72d03bc,"couplings, mechanical"
82b63afacd8d81f7f4f9d3a081e28f62e3c21bd1,worm gears for transmissions
c8131b65773f60b9ff991e53b5de025284656f28,cardan shafts
25015f7997e279f6846b261b5d744f7c9c46342a,transmission gearing
cc04a666d0696413601537a46fc8802b282c8b7f,cylinder gears
c1390a76cb103faf72d85765c798717404f71a38,speed variators for transmissions
8b703aa599ab297c41a996c525a67666bfcb4d89,angular transmissions
7d3b02b7d9cfc13feff1b712328f03b827855114,roller chains for transmissions
b737537e7e0ba1dd4e682da7747b8a3ae3ca49a5,transmission chains
257b0a53ac5b371c65e99b8f6718b8b703325def,chains and pinions for motors
43591aa38c8cfc3cd7cb2deadd5d35fc720b83a9,"electric transformers, converters and rectifiers"
8e57ff05ca3bc30b7a3d3aec4b2c4a86604b86b9,electric motors and parts
276b56e82f8b4392ab4c654dbf516c3245509121,custom packaging
6ff291d8175b1d624892cd459444104fbd7ce87f,bread
66f78db9eb3bb2e6cd0fbe8cc243b44cbe701bce,bakery ovens
369f9890122b61bb3354de14c0c12398ee20a9c7,"rolling machines for bakeries, biscuit factories and confectionery"
867dd8363168cf1b30a6e2d30f199e8b76942932,international transport agents
0209e4d5c585803b9ed3c555c32dc704f0413601,ship brokers
8f3d75921992f46611714588e6ec00450ed9dcb6,packaging
745a83919cd2cc2ab213a50b25603454aa5597b4,wooden packing
075fe3a29dfa17c5ff65e18a3ec2d1248cbc77a3,ecological packaging
5527d5eeaff1f7b086ffcf4d51b4498d02a3b5c2,personal protection equipment
7aa83b0d7d5fb9ccd43de41f53ce8eab9bc6dc7e,reusable packaging
6607b06a0ee00062b6bf846bedf6ff16aca1351e,marketing - research
e427d37559beb095dfb5ab6df8390a3654fc0e6c,"foundries - copper, bronze and brass"
26aebe7fe1e9bafb07515e996fd301d2ed59c074,artistic foundries
63df4dd0bcf850ee367df51fb0bb120e10ba04d5,food supplements
68fc57bbdf220fc1b0aa535b14429aa2783ce1cb,environmental audit
6939278d66e34fcfb23131504217025e78249a8b,rice
67a2bebe6764cadb4d6a461fe33d667bed88fbbe,wines - france
ffd593e62741f6fdccfc00b3bd91889ddeb2697c,construction of pipes and tubing
a038c1d15a3da2f66b95a54f5ce472a9a7b7a9c2,gratings
fee0f0a8d64aef74a59b882c3755539dee87e81a,steel girders
6cff2d2261101114100a1fbb3effad75534ba85c,fixed air conditioning systems for domestic use
a212c97532b91e77b9e5d62083f3e0f5e06948fb,air conditioning system installation
28a3ab751d40026658c9be6726be0010dd5ca6ef,household air conditioners
c5d893093bc7070c63c19110a4fc0e4a265031ca,air conditioning systems for building
5f0bdfea10ed079e2aac1bca2d56ae222b8a21b0,"tubes and pipes, rubber and plastic"
d0dc99f8d86aab72f7e71056e3f82ef5c719c55c,plastics - construction industry
af98f244a318ba1e6b7a38be1fd867ba3ef25311,printing - digital
009c1a478a64dc5a01d502ac6fd99cd85c2da8e4,digital photos
060e0e2660153110748ad524600e893ac1b336e9,gift and souvenir paintings
f91ec9d5e068c4c25d164d210aaec3c5b3fb7dbd,steel & metal transformation
5ec76b1ece91fbc61479866ff672a0a64ac067cd,cnc processing
a757efa5d0473423d27d0fc97c01bb584bc7769f,c.n.c milling
2653549dbe254f1be366aedeccfe486e9122af53,cnc boring
bb2bd8966651b748ca8fb9470aac757edd3e5655,cnc milling
43fc552f80266e71c9674ef2f468055fe2585438,"personnel recruitment, international"
b9a294d25fdf0cf4b1c99bb21655eebc2cc20225,"moulds, ceramics"
726ad9b5f14f2afeea52a1578730f47ab0452df6,measurement and regulation equipment and instruments - temperature
e3834b14fb920c25747a66f433551c0a43c9a9f8,"metals, precious and special"
a8acce245efca7fb686009a089c0e7967698424d,pets
dfe9d6883d83cf4056e296f3a775d05c20be51a7,"furniture, designer"
561b5cea1125e08154c603c1f60934ebfd0d37bd,"machine tools, metal shaping - parts and accessories"
bc2d32dd2c5efc3093e9d8142cec3621bcf3c871,milling - steels and metals
40d78007f4c2c6155090ed64b68b6951a8507d15,laser - cutting and welding machines
370f948acb29f060267e0dcd7faeb091345cc340,contract manufacturing
e185e485f0007dce8871539ab54a275b851d8cbe,laser as a service
390bd9a16d80a007a50a4acf298ca5367600da1f,laser system
814cb27f506f13362729a47bb2e803c7269662a4,laser microprocessing
8a85c95c42b0afca1af68bd237e664de40855f41,laser ablation
f2cf01fc2f504e3c8213cfb61cca7fe2a8d058af,laser machining
ab452f263a1405ccea31889fbb877bb2714ab11b,laser drilling
73d0c81a207d883552ab24c3af0952ce3f6ab4ab,micro-drilling
ef095603cdc6470d71ec9a0a1e7bd4f43416133b,laser precision cutting
055453216d6334f7018a1b6302a23bca4e682203,"welding, plastics - machinery"
b401cea5eaec9c4c33d958f0197cc89eef341fbe,solar energy equipment
207f3ccff16e16edf7c38a4aae97cf4f0279e280,body work - machinery and equipment
0e9f1573acb7380085ac2da63eb11232ca7680d6,travel - assistance
bcc3d55c2344d60ac7122896d63a77560bc2f366,flight compensation
9c47dcf9ffe852122f3c53c0da5eabaf729b9ce3,flight delay compensation
f69380cc125c9a219d4ee0335baf699c4a287816,delayed flight compensation
f2fe02c0ac2932d891d9ba1f868ea1ce78d4d23b,cancelled flight compensation
4a662a3716c7dc9292fdbc1dff00a9c82be69d64,"goods handling systems, continuous"
ce63167b3f50d761c6c50f5b775345dbe1eddf7f,seals and packing material
2a8baaf42fc0135ce46c2b42b708af72592ad6b8,"ski lifts, chair lifts and cable cars"
855364c4aee6d3f95537295d9a8dfea5264d3e3c,lifts and escalators
c6ba21ac850f9ebd815e6d9b8f5c66fd850e07aa,"hi-fi, television and video accessories"
0cec331e79b8fee3bcca8dd8bc2760c7f2e071d7,lifting equipment - accessories
51315976b6cd8b381849210d708e6b51cbdf1522,electronic data processing - computer peripherals
a29f38580b0c322952fe15f6ac3bc44bf32f3572,marketing strategy consultants
4219fc1af91e88da7fad929ee2ef5df713fa56d6,wires and cables - ferrous metal
7c4d6b2d0e6a527b2981b6a8658c6bcd793254c6,wires and cables - non-ferrous metal
389df6fab17662c353bd93dd9ff2557ae4b2767b,advertising gadgets
d555b0fec111a76e50047ce14be455b61a1c090f,central purchasing office
ae279417398ab213e46f121c95c05a35960952c5,goods procurement
1e116eff79222044c16bd2374d8dae2d4a5ff86c,central purchasing for foods
4fdd539f24e1097a455a06fd1cf95dacb217c348,central purchasing for non-foods
944c9b8442efd643f3a3aa3313a0c43dd6c1dad3,logistics contractor
149467a9c48f3a3c9cf66cc8e46d3cecdc7570c0,container groupage
94134f3e5c1f8d7d0d3dba87af73a16626c3aa55,container loading
9eeee2891a82ba00e5f467a12aed4e42b0802456,administrative formality services
10523e2109db3ff624616bd2f5b02d6ade104037,distribution of food products
38753311db509471dfae48b4850a4bc3f91b3845,foundry
e49d091acdac6c2ec313dc52a4e2432e2bc5fe7b,plastering contractors
312680587c165bb215e171626ace2e384af5556a,plaster and plaster products
cde73082edfdb10917e0fe11609a59d92c64a46b,citrus fruits
ad73f5f20e8adcc039ae59fb358628e7e2340a74,fruit and vegetable trade
1a10b0dac2ae093da2c82189e42491784602f889,maintenance work - contractors
50d7f34a2bde8c88317ffc32c37abeea505cfba6,building maintenance
523a83d187f60ac10c5c7c24145af718679115a6,repair workshop
1c934dc644313beb2e2925085a1314a75f92abc8,construction site equipment
46dd30a7f6250f48ea3370679a6ce2adaa9b2b86,company ratings
2e594d526f3f0a1b5c7fbb5aa76781ccc4580c65,"grids, gratings and wire mesh"
16e92a7ceba266b54fedb9ed38142de10e27db8d,cardboard for the packaging industry
6697a481d1376b1cd4c46aeeaedf8a3d74075456,packing and packaging - machinery and equipment
4a0ef5916b9cc24b9d247215fb08ea2c0cf23750,cartoning machinery
7dab19fbd7f9a22f454e324ab2cc7df97c76face,global packaging solutions
0bf7cd517fe551e8fd823ac8c277aae181519891,powder paints
4de100425e405bfbba9e5596ee6d6305180c1794,groupage services
d0316131641cc0c5c2660480d2a5f1d8a81a9c47,engine testing and regulating equipment - electronic
696fd0cb2380b4621efe08dbf1927159189eb256,biotechnologies
e5e18b15c6e1fec3441d21965a7fe240798238f1,pharmaceutical products
87a743ea968e4a759aab0710108be75f7910e202,aluminium and aluminium alloys
16f6aaf213d4d5cb3cf29278580f2c72d022e23c,mining and quarrying - machinery and equipment
5a0d0b1c26f60ac71149b01c9baa1009688deca9,lifting equipment
69d812aee6948d433b77f31749529f702b8884fd,automation - systems and equipment
dcde44dd1018e9b08132f861a2c2008872a5d6e4,"clothes, children's and baby"
a4c00ea085286da932dbbd75cb73019d87b83d30,sportswear
97084de0fa7bcc35923542ef41ae447982257b84,sports articles
578c83947f87979d7823535e242c6db0b6c7812f,gymnastics and physical training - equipment and supplies
fa0bf9246eefe84268a68f228bf957bac0134e4e,"coffee machines, professional"
9dd2b7922a860c0a53344ece53e33d7d63861c11,pneumatic systems and tools
e5e4f7c4f56d6ddcca6b2ee50dd146b171cf39cd,international freight
97cb764833bf10312ae80c96e3a54fd323a47960,passive electronic components and printed circuits
043cd2e2f45a7db62b4cb3a3a1b835cc53845014,agricultural systems and equipment
54cca912b1c1de9863d4a9a1c5fc028686f8b37b,"tractors and trailers, agricultural"
851ed3171c4f367bb1df6329f45b51d2988cd348,gardening and horticulture - machinery and equipment
5030d40b825de3239734bd10b03b9a18106bd7cd,livestock raising - machinery and equipment
e20f8d1fef605207a6ba2c2c3a330c3a6d70199c,tiles
cf9e60c3ba322a68bd1d4e2f330a4680e52973a8,frames - windows
ff95899e55f5ba4da0760c98d7f5e6a382b6312b,pvc joinery
8f08dc06fd914642821066f2a8570c808ebe1101,vehicles - electrical and electronic components and parts
3c6793f5c6d0178fe9dfd57b1dc2a1969b8cb79c,"calves and cattle, slaughter"
690befac258d46ab0c47fca50216ad50bd48c22d,stainless steels
558ec99d594baf0dc38f8c1cf0a5b7b6123984c0,outdoor metal furniture
dabfd6b2306035f0fd3b1969b697a28b1bbda3a9,diaphanies
f5139bd5dff6a06e42474328d291750053035ca1,electric cars
b36551b8d6222aad393f9a8a09026c023167c610,flour and semolina
dab08d1a8eff376650c9126a6c3c40b309be8245,taps and fittings
71603def05ecb0b369761bcd5521b1149f15437a,minor cleaning jobs
d3df3f581df37504e85392311d9e0144ff7c7df4,wallpapering
139fa22dd419c84ce956c07e8e5552e27ec1e9b0,railway stock and equipment
13a824711a0fac0acd2ac14563729bbae0a137e5,"air conditioning, aeration and ventilation equipment"
8098e79bfb41db78d5c533fb36fab1423cffe54e,medicine and surgery - items and supplies
67b6769fe4019791002ea47daf1f9a1ace868f9a,containers - maritime transport
baf8b8e50fbf479dea31e4d0ffe468d915bf91a8,subsidiary health services
0883d534b7ebc16101aefa69a3d06a4d5c436a83,vitamins
e2457205bd0712c8a116c08852cf1c91e4518665,wellness products
b93e124acb261ed6fafe5c8764cba68d51794859,products for food supplements
d09ad07a6ce4dd30b238fe70666e9b8b7c010b96,"foods, health"
3866c89d145fdc01ce243fb20c84146e34c0371d,beauty slimming - fitness health
e79169d61beeb7a4251abda633a0302e6da8b1f6,sports activities
0fc84d9b8ce71fec017c2ac97a3e1793d6894b17,organic cosmetics
1d5d490f5c2b7c84fe52d17cc3d58a46cac63955,rail and road transport
5e6daaf2cfac9b408c5ac6c5419d8cabcb0be928,national and international couriers
7cae534e4f7843ef53f3ab568dc25e352fadccbb,express delivery
01bfdd2b9a210059e93213cd25a84d9a56940ed0,toilet paper
ec4808f6c3d1555db10d9c9c78a04643ac99771d,vehicle maintenance products
8402675bae503117a6f3df2ef6ac8021c1146a11,structures and casings for refrigeration equipment
b6ec43efdb6fe5eee0f4ee78f635147ee9a8bad0,fittings for refrigeration equipment
c0a41173a3086ed3252e75b5fa616481def69347,wholesale of building materials
04c32aee2ae457b042d264a7f544c905ab79728c,buying and selling of real estate
c94ff3793b33d3a910d78ec7f44387ade3710b00,business communication consultants
66c9e66f9056c4a9508bcee4072568fc90051f53,e-business - services
23c5d8f3a64404cda2615537535b1358aa8e6fb3,advertising design
3124db6521106fb06f2b5923c109c3e6faa2efde,advertising agencies
6046e3cc136ef96745d578c10c49a74b0b0c46e7,port services
fe89ac145190048a1e82714b737fee05520b6738,aromatic plants
836b7daecc60d9a9ce2312dc8708131cf60ac0f1,aromatic herbs
5cca0d7b30e8ac149dc0fe3d6d4479f9941ce244,fastening devices
727960bca9d8f7a02101c086468da7032d0ed6f1,airline companies
2b8e82714afee2b2d8be8361ade07fda41ceb10b,offset printing
4adbc7e4a9c0c9f3300a8857cc1cfda475ec8e81,alarms and surveillance - installation
86c0b5258db4632ed10e8413979cbfcf7f5ed83c,security systems
af344e2789b78b982ef7ebc57a53a2395b6c46d9,shielding
b7159b7ae54ea72ce7bc5407c59fb5380237c19f,alarms and intrusion
648d9ef5034a4ea0369d5240e9e6459623820b4b,wireless alarm systems
78844960f3ebdb074babae8cc5981cae5981aa32,ham
f883994feec073ba2efc709341e83d38ebfa8282,ham export
b2523957147659c6850de49be8b864e726273b50,industrial sprayers for surface treatment
c07d576421005c1e926baa760dd88848951a3bc1,water treatment products
e7f052ca607b262e2aa466ec9115fc2506b82a74,wood treatment products
c39793aa6d7b3cf0f3b733efc50afc4a7338f73b,treatment of industrial smells
0e9c6822ced2d5f65c6e218bd878711d6a996072,batteries
edb1e4adce130d705cf23c9a1805589a5442add5,"trailers, touring"
460b9d8a366f742be763f1af2ae8609b3a547e35,"trailers and tip trailers, industrial"
0d38f214149f6077c3ad161b3b8c8db0a4d62104,sales department
a02eb110ca1f1bbc3e1488437ca63b405d253ec1,mobile homes
63ebe3caeeffb852cdc7bf8123244e7e9897808c,mobile apartments
a320bcf2cc39f3097efd4bf58371624d20814715,mobile offices
2aa808938c34caaabe94d7cfe63bf5986794e1ec,vehicles - services
f9ff3b9a8ddead137478c6500042a7a1c1892b1e,wrought iron
bb66b60bf5ea789833d8c5f7e6e2bf1077dc8513,car rentals
b172089971334a2caa0d698eb8c492abab9d4987,aerospace and aeronautics - construction
f01ba34b76d861517e68b13b1a3e4074c059e20a,"sheets, plastic"
83f57b4de9c941b3d363d66116d9e39a6c768901,chemical and pharmaceutical industry - machinery and equipment
2842d714f0b7c2827caefa135b01220d0f3fd786,chemical industry - machinery and equipment
3e14abdc16894cd09e8857c017b600e0531f3f6e,"anti-corrosion products, chemical"
e3b3e208976aeef01108a8d8bcfba173dd417441,jewellery and bijouterie
848380cdaa72e275e68d04635446db3d87f7f46b,silver costume jewellery
13c2f6dcd4a02a74d4e2385c621ddb5a2e3d57c8,gold-plated metal costume jewellery
092ca9ec595b6017dad76ee5918b12c3792bd7ad,computerised corneal topography
ca8201ce0566e764ca6d44c321d3e190e5776197,seasonal rental of houses and flats
437f96b507c55161320cb478f70b650753a39572,vacation lodgings
33aa2422a6dcb20745107c81bb3f9568f4ea5d1b,seasonal lettings
bf8c06f1707f5d6f136dccf479b133cc776bed63,games and toys
75f998a8501c344e77942e31a3d4704a6a0404ff,solar energy production
5944967daf5220225c0db1db1e53a742e4c4d3fd,commercial vehicle rental
56983a092795bd2763132847d866bd28027ee154,souvenirs and advertising items
436159f8ca36a07f274b8bef40efee967b7ba354,rehabilitation – works
a08e1c52e2215e7cbab7c912aca1d9188a9e77b9,septic tanks - works
8e9de88655a3adec7668745dd1577c8020227edb,digging and boring - works
3dd0f6d6df8b31afb656af7d10f998ace0f98c90,irrigation systems
057a3d83427eaa3a9dc25f1aa505e189e83b7fbd,tyres and accessories
da7d4e551d528b4afa46b877d4791d2c8dca3dcf,medicines
13048257be77cc58275d6a5e7718879fe696107c,restaurant equipment
0a12e1996c3791b7288ff7457b707726ab27c333,storage and collection of waste - equipment
523d811d5c056ec918fc42b5845b773aa2d266a4,waste transportation
f28c4f2d54fa5f1f8506ad74e3bb5c0fd874f576,"cleaning machines, industrial"
714172cb707595b2cd28c4c98543666fdde37136,wood - semi-finished products
b94c140ead44032b739370ac41889c0d843e411d,parquet floors
3155fefd729006262cc09e19552bf25670ec5748,"framework, wood"
ab378b80a8a4aafabac7db7ae169f25796e65994,windows
3c8861385c21346ffb59febff5d2bb07681d4708,glass hollowware - household articles
f9b34f1005d23abf5ca891ddf64058cb14b45417,decorative porcelain
9d6a8a99e1384baed1cbe29f2d66ccb8c53b598c,hydraulic equipment
5f0c7dad6b7af637b93cdd7490705afdffe36b39,treatment of industrial waste water
0efd4b0de301c0b6c2a7fde2d71694d8e1a38a50,electric pumps
97545ede58cc5123c8d6e91915e2ff6f360d9cc0,dosing pumps
c1b84d278d7163b2a2245febc08385c2780bc521,biogas and biofuel - energy use
fb303ff0e90c1c176b746234e0b342b67cbd5d7c,"meats, butchery and delicatessen - machinery and equipment"
f4981fc9081b88fa3cf88e6a3fc7e400e9206ad4,catering - machinery and equipment
1265f413400bc4a287f2f4a152f9a46eaa22a64d,kitchens - furnishing
9870938839a0d9fbd5bce7e1a24722775499c522,"furniture - hotels, bars, cafés and restaurants"
47cc5e57116d09916ef555b1601f3e5d4bc099da,"engines, internal combustion"
7d547793363ce33ba1a99757a809038464bf7eb3,"engines, internal combustion - components and parts"
f7d55fcc9353dffe4526d43c12b2bcec244c7052,ship engines
1212b0e1544b1f98af8cfab5fadf74b63cc90803,marble and natural stones
743aaf64216be86e15b1fea216dc930e9fbe5d84,shipping companies - lines
570e9bcbf4aa46849560b5a8a603639b19b22a26,shipowners
c5e098c2974736bc0d3e26c5d4124bd0cc2be779,river transport
4e8bcf15b230d0627da2a9e5849e0be556ec7c9c,telecommunications - equipment and systems
eebb483b606e14a440152ad40253d247eef5a694,telephony - equipment and systems
01c96cf56dae1449a50c09aaa6f0c849df58c18f,cosmetics
b60651fbea3cb9a309cdb1766c7c82ecea85c267,"doors, house"
4eb76d9a6ca81425332b719f3104e5c02633f2d2,"paper, stationery - manufacture"
61143cae4803aa033ed3a3a39cba77b8424219a8,"furniture and shelving, office"
512c909588ec8a4f8fcb4d08b7dffb3a041e0b91,electronic data processing - microcomputers
c1738f064362e2ba5860835047f32b583e10151f,galvanization - steels and metals
702218556a4d8d8d1a3a3532f7d68e2f62d2e8f8,"ores, ferrous and non-ferrous"
c4b343430e6a8cd7380bdb98898c4dfc6eb9ff82,import-export - mechanical engineering
a9e836a58f3d58a598b565c24b457df65b80e670,equipment manufacturing using special materials
e4af1f858b6bc1cd0cdd780c21add16ee01f429d,stainless steel devices and containers
c4737e8ed6132138f84f11320caaabefa6df1de5,device and container manufacturing
a0cf37a84e87d14d3549845f3eff62e4e928f144,devices and containers for the chemical industry
022144be45b0f8f05849f0786dade8b25befdaaf,devices and containers for the food processing industry
a93bb11db9a408ec5a8b3cc4334cbd4bc8457592,devices and containers for the pharmaceutical industry
ed1008622d125a4ec74af53e3017134c711c632b,tanks for the beverage industry
0549ecb95ad664f84678c5e35158060d71c57162,chemical tank installations
27be77259f5ff1842526bd5de08f7bec55cbd863,clinics
882c042992a42bab65ee8fdca0535de7587c249f,escort service for the disabled
7bb8c3ec1d3cafa9d16b72be4f6c80564dc984a7,prostheses
d0dd296faf56a7eefdd93efc07fd64582596a631,"juices, fruit and vegetable"
