,products_and_services,products_id,language (ISO-code),typo_corrected
2051,engineering for air pollution purification plants,c7108eaf-5f8e-4a22-b10b-cd259a8a2865,en,engineering for air pollution purification plants
2052,land improvement advice,0057136b-d4d4-4c05-ac1b-4cfca4d16517,en,land improvement advice
2053,tray sealers,51b38092-6f1f-41ed-8e3d-f8a2914f476f,en,tray dealers
2054,biochemistry - products,e8e5cfe8-7db7-40f8-a713-59a1c113031d,en,biochemistry - products
2055,furnaces and hot air dryers,d1fdc1b0-fbea-41b2-bcb8-9fd7a10e0cf4,en,furnaces and hot air orders
2056,naval shipyards,b5139068-9036-458b-84fc-4f1eb5998853,en,naval shipyards
2057,industrial system and equipment advice and design,06501c25-08c0-420a-bfb3-7166f59e0d58,en,industrial system and equipment advice and design
2058,"technical consultants on domestic, commercial and industrial building maintenance",252699df-2401-454a-abee-aa4c0052110c,en,"technical consultant on domestic, commercial and industrial building maintenance"
2059,community furniture,36b1de04-a5c4-4a1b-baf4-66143a7470b8,en,community furniture
2060,schools and institutions facility design studios,9ca29485-bde1-4bd4-8b5b-12ac0e302970,en,schools and institutions facility design studies
2061,cooking plant and equipment for the food and preserves industry,bb253db4-f8fc-4863-9b39-782ede35e0f5,en,cooking plant and equipment for the food and preserves industry
2062,"systems and equipment for producing preserves, marmalades and candied fruit",79d1e1bc-9115-4d83-af9f-9e0cf1bb7fed,en,"systems and equipment for producing preserves, marmalades and candid fruit"
2063,blast chillers,e1408699-dd78-4b90-b7c9-d7bd9b104237,en,blast achilles
2064,"refrigerated cabinets for shops, bars, restaurants",20473590-8fd9-481e-81a1-c672eeb69dc0,en,"refrigerator cabinet for shops, bars, restaurant"
2065,cold food display cases,994778ee-cb0d-4bda-8261-24f1d5bc9df5,en,cold food display cases
2066,refrigeration plant and equipment seals,cc94acf1-f7b5-4de2-be25-538058ff4335,en,refrigeration plant and equipment seals
2067,silencers for refrigeration plants and equipment,585ca927-07a0-4168-8a76-6623135e535e,en,silence for refrigeration plants and equipment
2068,refrigeration plant and equipment timers,a0234ce9-f1a0-4faa-bed2-e80a61f2a6c2,en,refrigeration plant and equipment times
2069,installation of plants for the food industry,ea50b668-4552-472b-b8c9-e36a7e4c2310,en,installation of plants for the food industry
2070,wine and beer taps and equipment,406cb1fb-3678-4031-a281-7bafb77d3281,en,wine and beer caps and equipment
2071,crossflow filters,0b151ff3-b23f-48d5-8943-802224d7f472,en,crossflow filters
2072,wholesale of machines for oenology,141ea323-76f7-4ace-8123-ed7282b1ee85,en,wholesale of machines for geology
2073,refrigeration plant and equipment filters,758d8d4a-5e99-486c-a294-4c228e951604,en,refrigeration plant and equipment filters
2074,marketing - research,7d8a9ac2-0453-4d6b-9672-9154c685204e,en,marketing - research
2075,tools for floriculture and gardening,36107c98-5c76-4227-966d-290d4da3807e,en,tools for floriculture and gardening
2076,hoes for floriculture and gardening,62d3245e-4633-4818-b5c7-e115ac00c0d1,en,hoes for floriculture and gardening
2077,stainless steel - cutlery,b119addb-b026-4466-90fb-5510c6b73c51,en,painless steel - cutlery
2078,stainless steel cutlery set,1da3ee79-3984-456c-b05f-785c8ed86ad6,en,painless steel cutlery set
2079,stainless steel tableware,7ab3feef-835e-4f30-827f-209b4eb9fe0f,en,painless steel tableware
2080,stainless steel cooking utensils,3fade751-1032-4fb2-948c-4e56cbc3c9eb,en,painless steel cooking utensils
2081,professional knives,1ab0150e-cf0e-4fb7-9065-217f7252cd89,en,professional knives
2082,machine tools for metal sawing,1649e5cc-88de-4fa4-ab75-07c02709b3bc,en,machine tools for metal sawing
2083,industrial boiler rentals,6b53b893-7928-4c8b-bd62-b35326afaea4,en,industrial boiler rental
2084,low-pressure boilers,58d0398f-9f0e-43a2-9b3f-7b53c7c10d0c,en,low-pressure boilers
2085,boiler assistance,c4f49b56-0d26-4e4d-a0f0-76608238b9c6,en,boiler assistance
2086,air feeders for autoclaves,9cf66d5d-fbf0-41b7-be0e-06ebe61f2382,en,air leaders for autoclave
2087,regulating and control valves for equipment and systems,f958befd-345a-45d3-a6ce-bb984623b3a1,en,regulating and control valves for equipment and systems
2088,fire fighting pump assemblies,161c3106-d396-423f-a645-257bbb118571,en,fire fighting pump assemblies
2089,purifiers for water treatment,9d3fa4a6-708c-460c-93d8-f8134efc9823,en,purified for water treatment
2090,wastewater treatment products,caea2c7e-342f-4463-9f65-3f177cffaab5,en,wastewater treatment products
2091,chemical water purifying plants,7d77c37e-e503-43b7-aac9-c07de6331a46,en,chemical water purifying plants
2092,screens for waste water filtering,ce82e8ee-fabc-474a-8107-0b3d6f2fb74a,en,screens for waste water faltering
2093,complete systems for the treatment and biological conditioning of water,74dd112d-1950-4da9-9399-beeb253f4714,en,complete systems for the treatment and biological conditioning of water
2094,chemical descaling services for atmospheric pollution removal systems,0959ce5b-76d1-4b1e-a6ec-77a6e6b53a76,en,chemical dealing services for atmosphere pollution removal systems
2095,household air cleaners,eb6e4287-b55d-40db-9959-0ca526bf780b,en,household air cleaner
2096,plant for crushing inert stone,67be702a-a737-47a1-b53d-9d57d73ae530,en,plant for crushing inert stone
2097,household water purifiers,06e7ee80-21c7-476b-9e65-b63f2dccb751,en,household water purified
2098,water softening plant maintenance,f3dd1e4c-91b8-4232-bb30-2c6764a160bc,en,water softening plant maintenance
2099,chemical additives for the food and canning industry,057c08d8-3dab-44a6-bceb-3dd28872e74f,en,chemical additions for the food and canning industry
2100,urban run-off water treatment,2145c212-456c-4e3f-9feb-5aee681e3944,en,urban run-off water treatment
2101,water disinfection plants and equipment,03f1209d-0799-47e7-8c2a-e4740498fd68,en,water disinfection plants and equipment
2102,water treatment plant maintenance,340cad2e-a853-42d9-bfb8-90044077f85e,en,water treatment plant maintenance
2103,pumps for water systems,1ff1373f-f548-4e95-b77d-bd2295da6114,en,pumps for water systems
2104,"water demineralization using physical, thermal and magnetic treatment",05eeae89-4308-4bdf-863d-dc52ad0eac35,en,"water demineralization using physical, thermal and magnetic treatment"
2105,chemical catalysts,ec07950c-46c6-4050-ac23-530c3c5e3355,en,chemical cataclysms
2106,"plants for physical, thermal and magnetic water treatment",4f08f51a-b293-4586-bdd4-eb9810d82001,en,"plants for physical, thermal and magnetic water treatment"
2107,drainage of land and contaminated water,9c4d3ac0-c119-4763-bf32-e4b29d7719e3,en,drainage of land and contaminated water
2108,wall-fitted boilers,28ecfff6-e6ed-4c4d-b73d-d201cdc7bd52,en,wall-fitted boilers
2109,high power transformers,75eb1ae9-9296-4554-b1fb-6b88f15d88d5,en,high power transformer
2110,three-phase transformers,c7fbfe79-aaf9-4844-9726-04019a0f6cac,en,three-phase transformer
2111,isolation transformers,c123a438-4491-4e77-a724-34e270daa157,en,isolation transformer
2112,transformer repairs,f232ad4d-35db-4586-84fc-a5653d49ae8b,en,transformer repairs
2113,thermal separation,f7e9c72b-f3f3-4185-9954-721425fdfa29,en,thermal separation
2114,mechanical shaping,861628d6-0c80-4a0f-89b6-855699561e4b,en,mechanical shaping
2115,nitric acid and sulfuric acid reprocessing,34bd1509-1ee2-4985-a611-6837cbbd8c74,en,nitric acid and sulphuric acid processing
2116,nitric acid and sulfuric acid concentration,6a951df7-ddb4-48f8-bc46-3ce046ba574c,en,nitric acid and sulphuric acid concentration
2117,nox absorption,90178424-8858-4c69-a20f-3c101d269c75,en,not absorption
2118,safety analyses and hazop studies,acc3aeb2-7db5-47c0-80ed-679589a53b5e,en,safety analysis and harp studies
2119,classified advertisements,a901a907-9bd6-4ca1-84f8-6fd9a358c9a4,en,classified advertisements
2120,solar heating systems,32032fdd-5795-4f9f-b8db-a68697ceaa3f,en,solar heating systems
2121,cogeneration and district heating systems,e3324d9c-2faa-48ec-b111-fb703770c691,en,degeneration and district heating systems
2122,seedlings for fruit growing,38423958-333c-4216-8b3d-7d0228191efd,en,feelings for fruit growing
2123,winery nursery,7829a2b9-6efd-4935-9b95-9baa2021afb5,en,wintry nursery
2124,assistance for independent senior citizens,c9cb0a7c-0a57-4dbd-a501-21d782aa8bda,en,assistance for independent senior citizens
2125,day care for children up to age 3,c2280449-ebbd-42a2-bf7e-f98ce199ee62,en,day care for children up to age 3
2126,plastic waste,14522e7c-2fa1-4de3-ac35-b60e88a617b9,en,plastic waste
2127,scrap plastic recovery,2a5bbc22-f644-42b7-9274-61413a7281df,en,scrap plastic recovery
2128,machining of plastic materials,f6e0f5d3-de6b-4105-982c-a76bdb5a0cfc,en,machining of plastic materials
2129,thermoplastic granules,0f732b00-60a3-4e6f-9fcd-105f296e8de7,en,thermoplastic granules
2130,production waste recovery,a2460b74-12eb-49e3-8680-d982667927d8,en,production waste recovery
2131,agglomerated corks,41c1e1b0-af80-4f87-b8a6-bdee59a601ab,en,agglomerated corks
2132,small/medium bottles,2539a7c4-657a-4a80-beef-bd9bf45a383c,en,small/medium bottles
2133,materials for sealing and protecting packaging,10183001-0613-4ec4-9d6b-cabc6fb0d8b9,en,materials for sealing and protecting packing
2134,synthetic caps,beadf474-1886-49f5-9462-20eec421ee4a,en,synthesis caps
2135,twist caps,8a49dcdc-d0f9-4247-97a6-0808e3b48eac,en,twist caps
2136,plastic material recycling,bcd4c050-e45a-43f0-9f70-aa4f87ef44c1,en,plastic material recalling
2137,recycled plastic,eb984d5b-f09a-4dfe-9d3c-1d578edae4fc,en,recycle plastic
2138,recycled polyethylene terephtalate,394a2a1b-5acf-480f-a0b9-4e50d1065d6f,en,recycle polyethylene terephtalate
2139,ldpe recycling,46e52691-9946-46be-b291-c681568c2f6a,en,lope recalling
2140,hdpe recycling,07bae73d-adf5-4f01-9963-dd20a25dd0cd,en,hope recalling
2141,plastic tank,88e5eefc-f74f-40b0-8868-3923bb5714a7,en,plastic tank
2142,plastic flasks and containers for perfumery and cosmetics,a5ec1871-323f-4c5d-ba36-87d53e36df8d,en,plastic flanks and container for perfumed and cosmetic
2143,food-grade plastic flasks and containers,0fe80abd-7cd9-44dc-b6e4-8159c769bbf3,en,food-grade plastic flanks and container
2144,foulard scarves,bb5b208c-2462-47c1-97da-50c614cd361b,en,forward scarves
2145,production of leather belts,4fde2e94-140d-459d-bffa-3bb70a61d752,en,production of leather belts
2146,leather bags and accessories,4813ea83-4ec3-4775-bc43-bae2cca89308,en,leather bags and accessories
2147,steel production,f201aa7f-d050-4382-80b5-b01896a41a81,en,steel production
2148,forging and presses automation,c355e36e-e0b9-4d6d-aa04-82603cae8611,en,forging and presses automatic
2149,pet technology,83add93b-5b00-47ac-8b2d-2a6a18961f21,en,pet technology
2150,close to the centre,f281701f-12df-4454-903d-4d6f7704ad28,en,close to the centre
2151,seasonal lettings,a599b54d-f41f-47b4-b8b8-ee5ac223d93d,en,seasonal letting
2152,bags for carrying pets,3ef6d168-a9b8-48b7-99d2-73914c614f9f,en,bags for carrying pets
2153,products for ornithology,2bc8cc5a-7048-4787-91a8-85aa57bcf895,en,products for ornithology
2154,bottles caps,256a8df6-405c-4447-88e3-f7dcbd3e7dd0,en,bottles caps
2155,plastic closures for packing,40fc6679-6b4f-453d-ae83-4e28b674f345,en,plastic closure for packing
2156,town centre,0c6d49eb-7902-4fd9-a98e-04671935a05a,en,town centre
2157,wild boar specialties,0120f746-cbb8-419d-ad54-8a1b87236ac2,en,wild bear specialise
2158,plants and equipment for slaughtering pigs,69e1b667-732b-4654-bd2a-10a6b6e302f3,en,plants and equipment for slaughtering pigs
2159,turkey roast,caa99386-e460-4dd7-b419-bfdbd35b5fc2,en,turkey roast
2160,sheets of lead,b1ffe00d-9955-43c4-92b8-c0f48e52aeb6,en,sheets of lead
2161,lead work,47656d92-24f2-4228-a4b5-e098f2f3aab9,en,lead work
2162,whole roast pig,38da29c0-d707-41b6-9679-1008240c191f,en,whole roast pig
2163,meat butchering,e2e9d877-72f8-4028-a376-8d85aa1cc3c2,en,meat bothering
2164,salted products,be549a3e-5409-49cd-8724-eac06027d108,en,halted products
2165,ham curing,6a803c50-d0f3-407a-abd0-3648eada84fe,en,ham curing
2166,pork transformation,b8eeef72-1055-42ad-a048-29caa9faea32,en,pork transformation
2167,clothing for new-born babies,b38f1417-f459-4691-8455-452f1a84735b,en,clothing for new-born babies
2168,leather for the garment industry,e988bd16-034f-4d86-bb71-8d7da9f4af92,en,leather for the garment industry
2169,plants and equipment for the production of fruit jellies,ce58a374-b47f-4caa-ac9e-1dfdc729668f,en,plants and equipment for the production of fruit bellies
2170,organic body-care products,5bb59978-207a-49c3-98ac-f7e1a6e62e47,en,organic body-care products
2171,organic hair-care products,09904273-cbdc-426a-a75b-37f23d92e875,en,organic hair-care products
2172,red basil is a bio food producer agricultural company,95ad6cad-2fde-43ff-a3e7-80a019f6ca82,en,red basil is a big food producer agricultural company
2173,our lands are located in umbria and sicily italy,db33c645-69d3-4427-8dfd-0c282e002a43,en,our lands are located in maria and sicily italy
2174,red worms humus,350ad25d-aa3c-41a3-b542-066628079075,en,red worms human
2175,quality topsoil,979c903c-8a85-49e8-93be-f7dc7073b6c0,en,quality tonsil
2176,red earthworm,8dd99f07-63af-4fa3-94fa-70d6d690b98f,en,red earthwork
2177,water quality,2bffeb9b-5097-411c-af1c-2f45243ff661,en,water quality
2178,gas and water level monitoring,4a34bef4-0b12-477f-b19c-b89a0dc0bfbf,en,gas and water level monitoring
2179,water and soil remediation,2adc21bf-08db-4d51-af7b-6af50dd828a4,en,water and soil mediation
2180,gas and water sampling,f96cb0f2-9551-4524-9f84-77f949640cd7,en,gas and water smiling
2181,fossil fuel power stations,a3cf6f62-4b97-4498-a0d1-8b09d080f7ec,en,fossil fuel power stations
2182,gas steam generators for heating plants,3c2932f0-9143-4a37-9e13-1bed30e322b7,en,gas steam generations for heating plants
2183,heat treatment,91d46227-5f06-45b5-a872-e837e15131c9,en,heat treatment
2184,offshore drilling services,0c2eed12-c5ee-41bb-a762-f92589ed850e,en,offshore drilling services
2185,breeding sheep,100d28c9-6403-41cb-9d1e-69978e65cb6d,en,breeding sheep
2186,straw and hay,759b66e0-efea-40b9-96c9-8b478955b456,en,straw and hay
2187,wholesale cheeses,6da2672d-1b88-4478-b40a-3dee892c3e79,en,wholesale cheese
2188,household electric water purifiers,941d69f4-a82c-4387-ac30-92a728b24dd8,en,household electric water purified
2189,emmenthal cheese,7d5070a8-3b95-44f7-a3aa-39f9e1dd3e6f,en,emmenthal cheese
2190,sicilian wine supplier,b1cfa17c-3629-4811-935d-d633afe54719,en,civilian wine supplier
2191,sicilian food supplier,9737ce90-33da-4484-a40d-728095855b89,en,civilian food supplier
2192,wool fibres,404d73d9-2bf5-46c4-8c37-5b557455bef9,en,wool fibres
2193,raw greasy scoured wool,0e445f4c-9a2e-424f-a8d4-ee78c4e9f238,en,raw greasy scoured wool
2194,smoked cheeses,0ed41595-2fbe-4459-912a-437005f3b483,en,smoked cheese
2195,petit fromage,925e6457-67ce-4136-b2f1-0f232a236fae,en,petit forage
2196,wool for mattresses,46d3c338-bed7-48fc-8ce8-832d17fb451e,en,wool for mistresses
2197,"frozen at sea prawns, squids and monkfish from ireland",68054fcb-d9da-42cb-90c9-eb09019dfa1d,en,"frozen at sea pawns, sounds and monkfish from ireland"
2198,seafood and shellfish,14a4efa0-7b9b-4047-bc20-aba6e7a1a074,en,seafood and selfish
2199,caught sea mussels,e0a38d2d-d872-4523-b5a6-af43877e8459,en,caught sea vessels
2200,textile machinery,cb3ae475-1e6a-4835-9824-d063bec40fcc,en,textile machinery
2201,shearing machines,103f4210-be14-4921-b5da-78c065e1538e,en,hearing machines
2202,discontinuous decatising machines,ebbc7312-413c-48ed-8a40-5e621659c2b2,en,discontinuous decatising machines
2203,machines for washing metals,98069fea-0628-4dc2-9da1-854ca921251e,en,machines for washing metals
2204,machines for washing plastics,c2962353-c88f-4d6c-98e9-afc44512e98e,en,machines for washing plastic
2205,chemical and thermal surface treatment - machinery and equipment,312e2bfe-3321-4231-b59f-e71b18a7a5a1,en,chemical and thermal surface treatment - machinery and equipment
2206,washing of metal parts,eb0c7e39-ce78-4633-9d6e-bd48591d5af9,en,washing of metal parts
2207,recovery of used textiles,9d53cd5a-0457-4f85-b0b1-bb08218fa6f8,en,recovery of used textiles
2208,bulk used clothes,7d626111-1099-44cc-aa5a-3bab809f0275,en,bulk used clothes
2209,used textile machinery,7bd1f867-e33a-4b0d-a010-bf9abd58bcc1,en,used textile machinery
2210,garment industry - machines and equipment,d8d61172-2fb3-4dc7-badd-ddaf6beb8381,en,garment industry - machines and equipment
2211,onion bulbs,2dbacfd2-632d-4509-884f-5995b60cd456,en,onion bulb
2212,tinned onions,0d65128f-94bc-421f-888d-5c8801434c0c,en,tinned onions
2213,booths,2ba889fd-a9b5-433e-9418-f3b6c731e959,en,booths
2214,office cubicles,6d293c30-98a4-4db8-b73c-91b720eb7a87,en,office cubicles
2215,prefabricated products for residential buildings,43517621-bda1-4a4e-80e8-d305aa4d4020,en,prefabricated products for residential buildings
2216,prefabricated products for industrial buildings,53429fee-389a-447f-a644-609a18b2318f,en,prefabricated products for industrial buildings
2217,false ceiling cleaning services,2c10d738-2da1-4771-ab2a-2c65d5ffa053,en,false ceiling cleaning services
2218,office cleaning services,5a1a314f-7aed-428d-8b60-d311299c3b0a,en,office cleaning services
2219,insulated shed,8a5b74e9-b344-4248-917e-cde97fbda253,en,insulated shed
2220,residential buildings,f1585975-ac1e-4556-b9a2-4caa0d8c55a6,en,residential buildings
2221,land registry,d186f15c-b12b-4002-9b5a-e08e16d040a2,en,land registry
2222,construction of industrial chimneys,f454532c-59bf-46c9-93f0-ce33b3706a83,en,construction of industrial chimneys
2223,water chillers for institutions,21459719-0218-46f1-8473-40713969abcb,en,water achilles for institutions
2224,natural gas burners for industrial use,4b2f80a9-5235-4b26-abf7-6d6eba77579f,en,natural gas burned for industrial use
2225,heating systems for pools,993f33a2-aee5-4086-9f62-a6d3c7a894fe,en,heating systems for pools
2226,business facilities,0ea115b7-093b-4ea4-a699-71d091432039,en,business facilities
2227,boiler cleaning services,377a3f8f-a37c-499b-9227-3f039b8d285d,en,boiler cleaning services
2228,fans for air conditioning systems,7ea453ce-35c2-425a-b51b-019b542e0562,en,fan for air conditioning systems
2229,prefabricated assembly,3757cff8-65bc-4c3a-9e57-a7b6c2809a29,en,prefabricated assembly
2230,management of power stations and power transmission,80196ba3-d029-4f18-aaa0-a1f4cc8cd1ee,en,management of power stations and power transmission
2231,precision mechanical workshop,628dbccd-5cbd-4326-bdad-8f1d9c23652f,en,precision mechanical workshop
2232,tank construction,d1d2a0bb-3ead-42cd-8b78-88467526d17b,en,tank construction
2233,atmospheric tanks,b4df46c8-b539-4970-ab48-0c19915089e6,en,atmosphere tanks
2234,customised laser working,8873fd62-5da5-49fb-9fd0-29ea18124e7d,en,customised laser working
2235,plastic injection and overmoulding,643c7646-b87a-42c7-a87d-111e14d6a49c,en,plastic injection and overmoulding
2236,haute couture - women,030a7abd-851e-4636-a784-5a610b8c008d,en,haute couture - women
2237,clothing production italy,98d659a7-394f-4167-b77e-fe81e0414068,en,clothing production italy
2238,residential drain cleaning,6f551afd-4a18-4eff-b5e8-09bfda17ce50,en,residential drain cleaning
2239,air treatment systems,f78ac828-7118-4233-bda6-857f896935d5,en,air treatment systems
2240,earth strengthening,a348bbf8-d808-483d-b1a2-c52a4667c570,en,earth strengthening
2241,applications for the earthmoving machinery industry,8f7a6dae-04e9-4b2c-9b2f-7dae0e4e4fe1,en,applications for the earthmoving machinery industry
2242,fire prevention systems installation,a025e008-7513-404c-be0a-c6ba469bb913,en,fire prevention systems installation
2243,electric tools,5b7e70c6-3d97-4445-80ba-69d35ffb67a8,en,electric tools
2244,hire and sale of construction machinery,47e6b227-3bb5-4242-9acb-852c887c6bba,en,hire and sale of construction machinery
2245,rental and sale of construction equipment,b6b397e6-1c6b-4a91-a30c-d9577959307a,en,rental and sale of construction equipment
2246,shopfitting and exhibition stand construction,b89481fc-728d-4f5e-8a00-713e0fd49745,en,shopfitting and exhibition stand construction
2247,sale of flats,8f44054a-bf90-40c8-8c70-87e93814c499,en,sale of flats
2248,heating service,1b355120-d936-4de0-9c91-97bff9298584,en,heating service
2249,drilling services,209dcdee-30a6-4909-9382-acea17d7730b,en,drilling services
2250,pre-fabrications - sheet metal,1c1ab383-13f4-4eed-b128-10aaa03abf2a,en,pre-fabrication - sheet metal
2251,parquet floor smoothing,0357962f-2c2f-47fb-95f0-c4229f65781b,en,parquet floor smoothing
2252,fire prevention,6cf71305-0709-4d4e-98a7-26b47674972c,en,fire prevention
2253,construction industry business associations,40a22b4d-332f-4887-929d-dab0f8cc1cea,en,construction industry business associations
2254,shopping centres,b9df222c-7085-45bb-aa63-46fb370e18ee,en,shopping centres
2255,laying of gabions for hydrogeological protection,001ab7b2-d669-451f-bd3b-566531b337be,en,laying of gabions for hydrogeological protection
2256,locks opened,f6f36cfa-6127-481f-b585-3025f8cd17bb,en,locks opened
2257,hire and sale of construction site lifts,806d3d05-240f-4e59-bab9-34f1b7dd0c4b,en,hire and sale of construction site lifts
2258,accessories and components for gas plants,66dfcff2-00f7-4482-aa18-fa732f2969a3,en,accessories and components for gas plants
2259,botticino marble blocks,eba6f0e8-6303-431c-8269-04b411d86552,en,botticino marble blocks
2260,energy recovery,d652bcef-6ec3-401a-acc3-c4b36ca0068b,en,energy recovery
2261,freezers for communities,e9051f28-e8e7-4498-b85e-f5b0ccebfac7,en,freeze for communities
2262,submerged combustion gas oil burners for industrial use,763060d8-9413-49c1-b447-56630eab35f6,en,submerged combustion gas oil burned for industrial use
2263,flameproof electric distribution panels,63723d82-7daa-4bed-a899-63fe2d865ff9,en,flameproof electric distribution panel
2264,air coolers for air conditioning systems,13081086-7598-4ebb-9f6e-7a9f0459c548,en,air cookers for air conditioning systems
2265,air conditioners for motor vehicles,fa03f149-c7d7-4c2a-b810-35a173c22bde,en,air conditions for motor vehicles
2266,tar and bitumen devils for road construction,4ce7e430-4ad4-4075-b6d3-453d41980bf0,en,tar and bitten devils for road construction
2267,industrial ice-makers,35a3812f-a39b-45b5-870f-226a337d4bc8,en,industrial ice-makers
2268,vehicles - leather trimmings,b9d4e972-a33e-407f-bdbb-3ea432b3b7bb,en,vehicles - leather trimming
2269,burner installation,88641c40-e951-4a16-8aca-d1b71220b6d1,en,burned installation
2270,"refrigerated display cabinets for shops, bars and restaurants",399bca4a-bb14-43a7-8bd9-84df0b9f63b0,en,"refrigerator display cabinet for shops, bars and restaurant"
2271,wires and cables for the electronics and telecommunications industry,8e2a06cf-f6e3-4b67-895f-66c411f27785,en,wires and tables for the electronics and telecommunication industry
2272,radiotelephones,0adef1f2-0043-49ec-905d-f41e047868b9,en,radiotelephones
2273,heating systems for rail and tram vehicles,82b505ab-f9e4-4310-bbf9-692c3c16b692,en,heating systems for rail and trap vehicles
2274,air conditioning systems for the textile industry,9664e40e-30ca-4a28-aa2e-93d2b8d26925,en,air conditioning systems for the textile industry
2275,tool benches for metal working,6aa03b5a-b6cd-4158-b0bf-b9d8dfa5e2c8,en,tool benches for metal working
2276,tobacco for rolling cigarettes,374a1211-f6c8-4af0-94dc-4d0820c83e70,en,tobacco for rolling cigarettes
2277,air conditioning and heating,68eb54ef-ac62-4f5c-9a9b-8e26fd52e6f0,en,air conditioning and heating
2278,alternative conditioning compressors for industrial applications,bee42f09-3dc7-4187-8eb5-00234e8e87de,en,alternative conditioning oppressors for industrial applications
2279,cold rooms for goods storage,f0fa5737-7578-405d-b8c7-b9f0b5a57bc4,en,cold rooms for goods storage
2280,cathode tube television sets,8d77e30b-727e-4bbe-a274-0619c4fd2b42,en,methode tube television sets
2281,exterior lighting,daef07ea-30d0-48ab-8bc1-c0a5d637d213,en,exterior lighting
2282,portable plastic dehumidifiers for civil use,4cae8627-0125-4d1e-bca0-956925062d62,en,portable plastic dehumidifiers for civil use
2283,biometric burglar alarm systems,1c399c4a-8baf-4ebe-8bc7-92a92be56942,en,geometric burglar alarm systems
2284,electric system consulting,b76dd76d-9e27-4563-9ac2-540a82cf696b,en,electric system consulting
2285,transport of valuables,36c8ce7c-577b-4827-b6e4-f925a4aa9443,en,transport of valuables
2286,antirobbery devices,1ee30df7-c93d-49ae-a038-e9224936da16,en,antirobbery devices
2287,intercom and video intercom systems,a3f4ca9f-f77c-44b1-afe1-4dc538c19d34,en,interior and video interior systems
2288,automatic systems for the hotel industry,228c54fe-a1e7-4bb1-8fae-3cec712ea732,en,automatic systems for the hotel industry
2289,scientific books,71c2e8dd-c524-42ed-98d5-dec00e504ba3,en,scientific books
2290,electrical heating elements,4fb27ab3-e497-47c8-b449-03d2af1c0295,en,electrical heating elements
2291,armoured resistances,6eefd974-7d1b-43a7-9c7d-b038adcf1bf6,en,aroused resistance
2292,electric immersion heaters,6d32c243-453c-4fe7-b424-33945729f370,en,electric immersion theaters
2293,barrel heating belts,4b7d41ed-dd32-4048-8385-926b4c21e944,en,barrel heating belts
2294,heating through infra-red rays,6a8b95b3-d985-4e16-a257-ab809faf711c,en,heating through infra-red rays
2295,heating cables,6149512c-c03e-4d93-a425-37e2e0a4016f,en,heating tables
2296,electrical panels for electricity distribution,11aed1d3-658f-4497-926a-7b966135689a,en,electrical panel for electricity distribution
2297,work on electrical installations,19db6a40-d284-4f70-b6a2-eb0a828ca331,en,work on electrical installation
2298,electromechanics,d235b716-353b-4949-8f44-001575f15a44,en,electromechanics
2299,electromechanical workshops,78460fc2-1c29-426a-b802-260e70c35261,en,electromechanical workshops
2300,electric motor winding,28580661-98e8-4e81-a8d1-67f30ecff788,en,electric motor winding
2301,electrical and electromechanical windings,40ca15be-9858-466d-8459-89d7cae399c4,en,electrical and electromechanical winding
2302,rubber compounds,5347866b-9969-491e-b3df-e6b28a8971ea,en,rubber compounds
2303,slabs of rubber,3dc3bd4d-0a99-4124-9e40-b8e03f09b369,en,slabs of rubber
2304,thermoresistances,6b0b4e93-7e7a-4b79-96df-9a8ea4bd4eb4,en,thermoresistances
2305,safety thermostats,14bb6d1c-b348-4830-9405-77006a12be0f,en,safety thermostats
2306,low load cartridge heaters,0e2f53cd-b441-4839-bf16-1479b1f5cd74,en,low load cartridge theaters
2307,cabling,bf3c5afe-3bf6-4bc2-b8bd-de646e1598d6,en,calling
2308,electric panel wiring,fbd57a4e-451d-4db4-b7c6-33be7cc5c336,en,electric panel wiring
2309,rnis integrated services digital network - hardware and systems,fa32d860-29b0-46ca-9c86-225acbb34993,en,his integrated services digital network - hardware and systems
2310,structured wiring systems,72352d35-99f7-43d4-8410-3a6eeb1056d2,en,structures wiring systems
2311,local networks,e0257559-cc43-452e-a24c-d782a8da9e2a,en,local network
2312,musical organs,475a52af-9d62-4ea9-a49b-1fe7efd71444,en,musical organs
2313,wood burning ovens,abac8096-e661-43f3-abb5-45df236f079d,en,wood burning ovens
2314,electrical material for lighting,165d9195-a48e-4e09-a93e-1869b19c9eaf,en,electrical material for lighting
2315,ask transmitter and receiver module,e6d105e9-fcf3-42f3-a681-66aecf5587df,en,ask transmitted and receiver module
2316,capacitive thick film rain sensor,e75fcb97-6def-4774-a304-8b082b176ea5,en,capacities thick film rain senior
2317,seats for vehicles,bbdbcfc3-0b09-48bd-a865-d5226d5118f4,en,seats for vehicles
2318,racing seat sliding rail,660cfc11-46f0-4a46-8305-fa5180201dbf,en,racing seat sliding rail
2319,telecommunications consultancy,93834858-c6d4-4724-aa46-203940dfc135,en,telecommunication consultant
2320,led lights (luminaries),fff17771-3c23-4036-a7b9-6461ece0ae0b,en,led lights (luminaries)
2321,electronics - studies and research,54001c24-ec09-4556-b043-0baccdb8f8b6,en,electronics - studies and research
2322,intermediary electronic transformations,65d4a88b-5080-4da4-bcd0-8b2d794d5cf8,en,intermediary electronic transformation
2323,indoor resin flooring for domestic use,b71d4620-1d72-446e-838d-efbf0cd63b8c,en,indoor resin flooring for domestic use
