Unnamed: 0,products_id_x,products_and_services_x,EuroPages products_id,EuroPages products_and_services
1657,7c6e15cf-10ab-40ea-81a9-2938b62f5d92,holding of aerosol valves,,
1658,8ac3e1d6-4906-46ea-aec2-dca14081d3e9,holding of aerosol pipettes,,
1659,c152b3f6-9800-46e1-8dc5-f20dfb87f6c3,cleanroom holding,,
1660,18da9cd5-fffc-4161-b37b-9578096cd72f,holding of caps - plugs,,
1661,41a4b0b5-669b-4cdf-a873-532831a60bc6,supports for marble machining discs,,
1662,404f293d-959c-4409-90d4-367640c7b7ff,mould for abrasion discs,,
1663,0c5739d6-2327-4059-b14b-d126844fc55f,mould for diamond grinding wheels,,
1664,c9d01905-a4a7-4568-b788-c71cf38723a2,shipbuilding,d12b9d289465f60345866ef6769f7bca,shipbuilding
1665,1cead410-dc0c-4899-a9ca-1822c2bc3b19,ship building,8a3280639c3269d80a63f8d60b8c92f6,ship building
1666,41c39af6-ff37-46dc-8177-80abdde48bf2,wrought iron articles for construction work,063e8a92194f96ba0c6d08328303be7e,wrought iron articles for construction work
1667,aad54b01-70a9-49cc-833d-c928d43f1a60,stout of reinforced concrete round slices,,
1668,05d952ec-3c61-4e20-aca3-73767f7a3236,foundation pile cases,cbe6af319cc78cd2efb64b485b445c00,foundation pile cages
1669,847a2d9a-2b6c-452d-b98e-bea654124ac4,"cleaning, industrial",d6a96ab9f0f813a045a9b232642e925e,"cleaning, industrial"
1670,c7fdc0a8-9006-4e02-a182-cfa52097ffe2,construction of hospitals,0a2d18ca517d47e26f63b632826ff938,construction of hospitals
1671,d82f25ac-ee89-4c44-be93-185c919b2c76,school construction,77caad7dbaf5f416730828174a37c5c8,school construction
1672,b207ac11-2293-41e4-b991-8271d2065875,artificial and synthesis textile fibres,,
1673,f01622f4-54c2-44c1-a78f-bab6ab59f120,agricultural tyre mounting,216be3a088de2e0fc4f9511266a4038f,agricultural tyre mounting
1674,836f7bb0-4a46-48c1-beec-190971bd48ef,pumps for cement and mortar,24a2db36cf78d8a263dfde77493728e3,pumps for cement and mortar
1675,ea8c5a96-6f84-4ccf-aa6a-c739ead32813,cement mixing vehicles for the construction industry,a0de08f5951d97363735590a39917eed,cement mixing vehicles for the construction industry
1676,578fb2e3-bb96-4589-815d-ae559c8ee6a5,mixing concrete,bb0ab7605db27ea29833995178a1bfef,mixing concrete
1677,0336f071-5729-41c9-bdea-ab6a92485ed6,"cement, plaster and lime treatment system miners",9f0bbcb488210b564329afba38fbfd9c,"cement, plaster and lime treatment system mixers"
1678,a6ff679a-c5a4-465e-bd5b-eb7d38e2c025,led profile,,
1679,b5e16b25-27aa-45ab-a03f-70764e362bea,led extrusion,,
1680,2c3b28eb-17a9-406d-a458-ae8ea07ee664,strip led,,
1681,703aa12b-129e-4d33-a3de-9b4a439292ae,electrical sheet hearing,2e543dcbc4d1d373d2872c7582780d3a,electrical sheet shearing
1682,226d6957-3006-4c6e-a0ed-6e45458ead89,"single-wire and multi-wire cutting machines for marble, granite and stone",358346da57891cdc616038ae9404b6ea,"cutting machines for marble, granite and stone"
1683,6f86a7cf-edfe-47af-864e-71e79ac11d11,abrasions for granite,7562201f32b70cc000ea79f053e45cf0,granite
1684,4e89996d-7e0e-4fae-9e5a-1efe94e5c84a,"spindle abolishing machines for marble, granite and stone",,
1685,df750b7e-2b6a-4a6e-9543-9f1db1a22fdf,bituminised flooring for residential interior,5511483b59687949774b6e5e2377b196,bituminised flooring for residential interiors
1686,da4864bb-b95f-4cf7-a51e-03dbcc518c2a,masters for marble,7fb26875c639817a59912a87be6f7386,marble
1687,616965c0-df99-46a4-9120-10cca5d2f869,leather and skins for fine leather goods,018703dad3130d91837cf582afcccd95,leather and skins for fine leather goods
1688,562729fd-885b-498e-a223-262e0b740116,fanning hides and fur,36fc97b984f6def2954e31d99b0ceaa1,tanning hides and fur
1689,19ffe9e9-309d-4454-ba48-8c66f45878ca,come fanning,,
1690,a8175d7d-4a0e-4288-9323-ce9ebe0a2881,finishing hides and leather,b25204b4cec6de351116612e9c33bdfd,finishing hides and leather
1691,afd08778-a60e-4e3c-9bde-1442d10a1f80,"water, carbonate",9e47d80129536fb2c9103d27b5fdcaca,"water, carbonated"
1692,ba9870c2-91dd-4ea2-ae11-d2ab58b1d5f3,automatic water softened,d7c94c810b57a8216d10e802aa86c480,automatic water softeners
1693,64fd4e2b-e33b-425d-9b3e-0a71d95e16e3,silicone-based softened,,
1694,bbddc59e-26ff-4bab-a6c0-54861aacd093,micro-mechanics for industry,67d46940271053c2557929c5f552c21f,micromechanics
1695,1eba3995-c09a-49d5-a48f-3027130d9713,waterproofing products,b398d126cf83089e8f32d01bc3952697,waterproofing
1696,4ce91ff9-2696-41c4-8dc7-50e6b9cc6f7b,rust drooping,,
1697,850076dc-13b9-4b7b-9480-314f441763ee,"coffee machines, domestic",ee74b5e816c295174575d43b470be856,"coffee machines, domestic"
1698,a6c62b47-34aa-45c2-8409-78de82d3c77e,silver cleaning,19bce9e5f7256300d5af3aa26906998e,silver cleaning
1699,1d150394-0c9a-4284-8d1e-61b1fb5b51b4,silver coffee service,856ebb8df3d0a134bc6ca75a7d3df746,silver coffee service
1700,8fd9ce79-abc5-4468-a5b3-063f1880eb59,silver candlesticks,7df4a9ed9e98c4ef4d2537e6faf6e4ad,silver candlesticks
1701,5dc56eb5-e232-41e4-91bb-835a4bbf97be,jewellery with semi-precious stones,9fd85a04f839192a31e981bf035a9f85,jewellery with semi-precious stones
1702,f3b33579-cdca-4e21-9307-6d6ad51dddf9,psycrometers,f00290869af75970f1192beffd5098c6,psycrometers
1703,3adb2f58-210b-4611-ac03-ac901687bc38,thermometer for industrial use,97086796127607b68b81f3eba166df5d,thermometers for industrial use
1704,c78dbdb5-bf63-4df5-a526-c4fae0f99c07,chemical adhesive,c05fb0385aa5245a6031d912e5b14d18,chemical adhesives
1705,b0c2767a-af02-4868-b7e6-2b46ef945269,ice cream-making - machinery and equipment,9d865fc00790f44b0d250b981a182280,ice cream-making - machinery and equipment
1706,26d658ed-bc5e-4cf1-b5ba-9129b6806753,dishwashing machines for institutions,0455a4548777c0fa2c66e13dff8c4085,dishwashing machines for institutions
1707,b27a6629-e771-4520-bb6e-8d62c10c69f7,glass rashers for institutions,0d4837d2cd1f42ab1eab9844fcd54bf1,glass washers for institutions
1708,3f081303-d991-4c47-b209-b4f4cc0278c8,industrial dishwashing machines,,
1709,1d6158b2-d0fe-4964-9c91-174f0787c7b3,dishwashers with driven basket,36e77cbb4fa7bec48f0003b9e61082f9,dishwashers with driven basket
1710,fe21e4cd-46e9-4417-b4c9-c4c55f636a27,"ice-makers for shops, bars, restaurant",18ca0266f39dfdc6e18f73af86386919,"ice-makers for shops, bars, restaurants"
1711,16e1e850-37b6-4316-b3f3-429611a8d783,manufacturer of dishwashers,,
1712,1464eac2-50fc-45b3-8437-f7507e418abf,devices for photochemistry,,
1713,59921763-cac5-4496-b814-85928a36486e,sphere and ground quart,,
1714,a4d066aa-560a-47ea-9443-de28f166979a,electric and electronic components - machines for manufacturing,fe7fe9bd628789f46fba167a89af5268,electric and electronic components - machines for manufacturing
1715,8ed3c285-cd89-4e2e-b366-761713ba5628,professional and consumer electrotechnical products and appliances,d60b61b4965e29111b1c77a6a5989dd2,professional and consumer electrotechnical products and appliances
1716,0f7e06c9-ef98-4888-a457-24fba09d9857,machining centres,0579a8b623769cddf8dd9b5d6076e401,machining centres
1717,9fcae11e-0f77-491e-a0ec-67e1871e6b75,thermoforming machines,2a6b80b75e217708be4b4dd4b8d517e6,thermoforming machines
1718,2a21eb90-cbbf-43e8-b069-1d1975ea98fb,water jet cutting systems,2deeff1211f07ea0a08ebdca1c2fc256,water jet cutting systems
1719,b5d4c484-dd67-4874-bcc3-c1821c26c504,synthesis adhesive for glass,,
1720,6ba939d8-cf25-40a2-a08d-653394f4f131,porcelain tableware,4a62313cbe2bdbbba7e9d408e0ecb00d,porcelain tableware
1721,e26c172e-6a89-4f42-8bb0-df26c45ee3f4,tools for working glass,adf0ab207d12464692a8bb07c47f045a,tools for working glass
1722,bfbc1625-abc9-4f08-adf2-ea3381a05988,crystal gift items,6a26a56b5f91494f92b28a1c1480f10a,crystal gift items
1723,e20ed9ad-74ed-4928-aded-bd8925fbfd9c,beads,3ff699dc835406785f89b84a62add413,beads
1724,e9ad1479-4ecd-4cc7-9a47-d48281eb08e4,pearls for costume jewellery,8a115e2cb39faa0f048d2dccaafc15cc,pearls for costume jewellery
1725,b271d8d4-0fe3-4654-aeea-a3d3cece1275,wholesale costume jewellery,3baffc20d281b74b278dd00f1977e951,wholesale costume jewellery
1726,40f46c78-daae-4010-bee7-cb2b027f0eeb,products for wine-making,f4e21e9d0168d16c68b1ea006b18e772,products for wine-making
1727,dadda6a4-21ec-47d2-99c7-e05e8a96a722,clothing export,2cd75207a19728fc5595292434f86a68,clothing export
1728,c791bc6c-5900-44b0-a6e7-07409b4cee96,coloured glasses,6d97f09a0999c49a4a504a1385c129bb,coloured glasses
1729,05ec31d4-afc4-4e58-a1aa-1f5d81b2a173,optical accessories and components,42a5aba45608df963b029b778b70aa98,optical accessories and components
1730,4d02bc2d-0f97-4a42-b742-4e8e24ce3cac,supplies for the optical industry,f55c1280adb9543bd98ddcff9bce28a2,supplies for the optical industry
1731,c4b6a16f-832e-423c-87a8-add5ce21f25f,children's glasses,c47a2ec2df394794fb870bfe4dd57490,children's glasses
1732,981b3fab-1365-41c7-93c7-c7b2f55f018d,precision balls,bca5bf01a7204ae97c26c7b60cb5e814,precision balls
1733,4de502cf-c74b-4965-a1a6-352d704b6dcf,supporting balls,c1ae0f2c4c8739d5deae5574f5383faf,supporting balls
1734,3ad87643-1789-44ae-82c1-eb8517f216c0,plastic beads,cf54550b95c7d4f79d9a1a94407ba8aa,plastic beads
1735,81e7941f-3ae8-431d-a42e-4a0ff9c645e0,synthesis colours for glass,,
1736,917aa111-5409-46cb-9905-5494b539b814,frame workshop,,
1737,5b8405da-a26a-4726-8456-3e653e60ee15,lead coating metals,88326c057724773c3006771cc9a80f31,lead coating metals
1738,efa8341c-0e7a-4faf-9852-bc837afafaff,lamps and stands,9cb74b40c1e2e105307f883917ce3f24,lamps and stands
1739,a078fca0-7f08-45f3-b321-06b34deba3bb,light fixture,6d901afa4a91b92b193564f5abff3d88,light fixtures
1740,d7891646-57d1-433e-bb71-35669a94be98,"light fixture, decorative",c214c81df746d92c15dc93f71147667b,"light fixtures, decorative"
1741,efbe2f08-1ba1-46a4-ba8c-22bda5833ecb,electroplating,a322bcc8570a9e562e84e763acfe3af6,electroplating
1742,13268d64-9386-447e-87b0-92ae97136998,metal chromic-plating,eaa57a9b4248ce3968e718895e1c2f04,metal
1743,991461c3-2208-4188-b4d1-a0a36628877f,powder painting,a6f60c41e4c2d86607257626b3b0becd,powder painting
1744,9d9b6fb8-57b2-4ff6-a460-c20bd261ec44,glass-finer reinforced,,
1745,69cde3e7-c111-4725-95e4-c249be1b140f,carbon-finer reinforced,,
1746,20fd2748-4a5b-4c91-ac63-c3357c5ec220,infusion and tm,,
1747,0c0b3db1-d819-439d-8064-8b1964751e24,glass fibre reinforced plastic sections,0557ea9fd7ee614937940ff52e07ab3e,glass fibre reinforced plastic sections
1748,e4900c7a-04c6-4155-826b-07ed0b488072,twin-screw extruded - import export,,
1749,26472183-020a-4daa-813b-1d7b54816e1c,granulation of plastic materials,f4e619102b7fd1a3501c7ef8cb38086e,granulation of plastic materials
1750,368a6548-ba80-4932-9630-d3000e3f8dc8,co-rotating twin-screw extruded - import export,,
1751,76ca9261-6b3c-47cf-a4ea-0db61783c622,plastic materials in pellet form,208279177dc8b86aa045351562e6b68a,plastic materials in pellet form
1752,0c8f1898-1429-4283-8f09-55a7e9f06944,plastic materials in powder form,ceac0b92fe5fde10ab7ebfc9547028df,plastic materials in powder form
1753,db38d621-4bf9-4984-a50f-e0c12caf152c,confounding facilities for plastic,,
1754,01f4c876-5ac3-4d69-bf62-87809c66142c,working of put,,
1755,cb385152-935d-428b-88d5-e4b0dd20375d,glass-blowing machines,00cd30c20c84929427664817b177926a,glass-blowing machines
1756,6fb06b2c-5577-449b-854e-2c91170024e4,systems and equipment for matter-coating and reading for the food and conserving industry,,
1757,52bbbd14-2453-4b21-a1e2-13f7416da9c2,quality control for the beverage sector,fbb0eb7ac5643c6cd2323a793bed42ac,quality control for the beverage sector
1758,39907387-0db4-49da-acc5-8d51258a5db6,glass furnishing accessories,0235877b8deac4490f8bace7ab61cdbf,glass furnishing accessories
1759,608031d2-01a1-4fbc-ba77-f3f4ea30f3df,glass furniture,8a021a01b6f8b0041906ae1e61e24b71,glass furniture
1760,6b0c4c2d-04d5-48f8-bce0-11c28f7c7268,furnaces for forming glass,d167d90991199b102899da771296c5f7,furnaces for forming glass
1761,1d35dc57-91c6-4971-a815-486914dd7a64,calendering glass and mirrors,bd4a6b73181e4fe0840f03788836c3ac,calendering glass and mirrors
1762,96b5788e-2df4-42b0-97d6-f7dc6fa04457,thermo-caustic glass,aae44179fda7ddcbf8916aff53846128,glass
1763,163517ec-c076-4619-97c0-34f108bbbcce,flat grooved glass,44e895801d5abfce3e1f1f8dd97aeadd,flat grooved glass
1764,c50d718a-d70e-4cd1-a4ec-682a3dadcb11,direct combustion air theaters for industrial use,09c84ce6e23f0ff364f6f696acff64b2,direct combustion air heaters for industrial use
1765,17b23ce0-9177-4c9b-8a95-fbb17aa6d199,air theaters with heat recalling for industrial use,,
1766,b7cf9513-a9fd-4de9-83a0-ca56d4967eba,indirect combustion air theaters for industrial use,2d6aa5086c6ebd72f4127ce8d00f493f,indirect combustion air heaters for industrial use
1767,3833c312-018d-4c83-a30e-4bf22d46beba,colored hollow glass,9ef2fd197de023fd8cf3d8b2c7ef9176,colored hollow glass
1768,1ca02276-47cc-4a82-be5d-3649bb02ba50,on site repairs,9085c9aa7fe978dc6f375e638260f615,on site repairs
1769,fffc1906-638d-498c-adaf-3a16c9eca8e1,induration products,,
1770,20e28c18-12e6-460c-973a-3185d9590728,dimensions inspection,,
1771,39714ba7-7458-4696-ac09-f65e23f579cb,draining shalt,,
1772,e34d0ec9-7ed5-4c1e-9a92-50b71fb7bd5c,fibreglass rolled sections,,
1773,3c9906d0-1595-4e3d-be12-8b7b57ed8339,opaque looking sheets,,
1774,a5ec179f-b1ac-4b97-9c3a-14f9d1f042e3,translucent sheets,e43e6cb4d490bb0b2e7bce1c272f1df3,translucent sheets
1775,4c37cb96-6fed-46d3-b1ea-50afe61d6965,waterproofing cornice,75569b120dae6aef4d0fc85d69e91544,waterproofing cornices
1776,ac03304a-7427-49fa-851d-0783e583b921,cutting and press bending of galvanised sheets,e6767cd913cbd7a77da1426b38c0068e,cutting and press bending of galvanised sheets
1777,b19fbbe2-d5ce-409c-a4df-01a584e474d5,tin folding,aabcb2c327691715968cdaf5709f2efe,tin folding
1778,6edec4c0-ab7a-4915-8432-a88b1710c21a,heat/sound induration panel,,
1779,f5e256a6-bb72-44cd-96c0-dc0131314f02,polycarbonate,04fb8e2fcfea92c4e5a3a1a79c59fa82,polycarbonate
1780,0c88ccb7-1c20-4d20-a21a-d8ba976d7194,wholesale,,
1781,f9b3d5d1-2c64-4cbe-86d2-aaab1e6b2dc9,roof slabs,37d2221c0c0ea571ecc68916ab8f0270,roof slabs
1782,5ed5e991-fdfc-49cb-803f-1635f1502cbb,goods transport by helicopter,9a054bc3bd6f03d08a0a6981cf4afa56,goods transport by helicopter
1783,37c07959-039f-4562-8691-19eed1290b08,helicopter service,7f457cde4d6c90882f623ef9dcacdd14,helicopter service
1784,00d812dd-e3bf-4f74-b0e1-bde5528e011e,helicopter landing pad,62d343a4d4d345c46ef7be0ebc2bed26,helicopter landing pad
1785,0155452f-30a3-4f21-b5ee-a5ea80e780e3,passenger air transport by helicopter,d62bd26a09adcac5bf8fbb6463f4b254,passenger air transport by helicopter
1786,9fc0e6e6-c9ed-4932-a2ec-8a22557e9941,gems and swimming pools,,
1787,a64e2349-4ea8-4230-a716-3179bfd4ac67,laminated flooring products,a6698879b172a141c16f679dcea3a8c7,laminated flooring products
1788,4bde587a-bdd3-43a4-bb71-f658ad05bb98,plates machining,635d95a33aaf8b2241d7f3435c400243,plates machining
1789,1ce010c8-3196-4675-ba8d-0426375de705,travertine coating,13006d2d317af822da440fe5c4d5ccf7,travertine coatings
1790,a3b5cf4b-71d9-42f1-bc1b-dec31404f774,cardigans and waistcoat,a34c9305dacf19d6f1615ec572bf3c10,cardigans and waistcoats
1791,e3dee83e-c5e0-4d91-a720-ee6b0109023e,metal times for construction work,9946817dfbc9557c22fbf19687ceb299,metal tiles for construction work
1792,7ce386c3-b532-4558-a108-98ef90d0a0cb,ornamental stone and for adding,,
1793,5be990eb-61ff-4ea2-9604-aa56ab07e0e3,stone for adding and tiling,,
1794,6f6c1068-7d92-4a35-8f9d-224bcd73b681,stone quarry for claspings and architectural renovation,,
1795,dd76a2f6-ad04-4146-9d02-624a691a379e,building stone,,
1796,7377cc78-3274-48d4-b323-e80ddaee6dea,porphyry terrace,4d5a9bf7f14e4c9d2e83a8084c76c595,porphyry terraces
1797,e279f8c4-6ef4-4ef9-845c-997644cdd7f1,red porphyry,7baaf3efed32edd30cd44390dc210688,red porphyry
1798,c0363591-ccb4-45ca-846b-6286753ac12a,automatic strapping machines,e5fae926828092d32fe04c33053567bf,automatic strapping machines
1799,34cbe3bf-99a4-4296-a59d-a003397ab3a6,heat-shrink oven,7b6f27684fd4db182facaa29c1c67692,heat-shrink oven
1800,69a2928c-d3d4-4c3b-aeb0-18317b749d54,heat-shrinking caps for packing,e950713fb85f55bcb0055fe22bec809b,heat-shrinking caps for packing
1801,72a7c12b-2464-4b73-a66d-0533b41b30a1,plood and profile sections,,
1802,0cd3a3b5-154d-4ad2-bf3f-0ce550165e82,manufacture of small parts,801f458a49f7e9b9362f00182a5ab26c,manufacture of small parts
1803,578a14cf-a382-49f0-82e4-e5710655e33c,fasten terminals,,
1804,02b70d80-4c09-49d0-9f54-dda5b4f71386,contact for printed circuit boards,,
1805,02fdfc63-c549-4c4f-a9f0-dd5dda539f98,assembled caps for capacities,,
1806,ca9e4732-ee3a-438d-a969-5790e73d099f,battery terminals,,
1807,34727bac-9a12-4c51-86df-0ecba3959adb,precision springs,71e53d0b1ceab5da3331ceb441e39b2c,precision springs
1808,663307aa-b913-45ed-8110-95ab7503236a,terminals,46411e0a3756f635ecc0393997940921,terminals
1809,0493bf3d-cdfb-4dc0-b29a-425435c743d3,packing food container e cups,,
1810,0e3f1988-7596-4481-bf17-ab8cf951e38c,jewellery cases and rolls,fd94a8bdc5b68eb65b5a434c781cf115,jewellery cases and rolls
1811,fe498d98-0b48-4b34-8c17-c928bb258dcc,rays for packing,,
1812,c2443006-24e9-468f-b877-b9d15aff431b,protection corners,d1f8236a9ae13cfedcd6cde750a60944,protection corners
1813,db04095c-adbe-4c42-a255-4dcf250245a2,plastic packing accessories,dceeca5e93fc898f220b0c5d8ebea701,plastic packing accessories
1814,8c243acb-53ae-4092-a681-43cc319e0944,cloth shopping bags,0455fe23606de829128c0fa13b05356b,cloth shopping bags
1815,df2c4f65-eb32-4758-b009-ad7d7cd5a216,plastic carrier bag,c2bfe43ef6e583ca61551fb541e9b6fe,plastic carrier bag
1816,0f007f9a-732b-495d-b0d7-b43683e7c2ce,forwarding,6bfd1fd43243576a16927aaae94e96be,forwarding
1817,072819f4-ae87-4809-9a95-56f4f0fcb2d6,"cases and barrels, wood",9f19f55b553b83636af1b928cfa3ef7b,"casks and barrels, wood"
1818,74bc1cd5-ce19-44a2-947d-ea9052580233,gazing and belliard tables and accessories,651ae5789ab776f2fcaf80b5e62801dc,tables
1819,9f7e85c9-30ef-4b01-9bd8-7ad9edd771c1,promotion boxes,,
1820,b0af442d-7121-4bc6-93e9-0a02cb22fae6,black and white printed paper,c7bc32d983043b1ebfd1eee195e250de,black and white printed paper
1821,dc3a2a43-7229-415d-96aa-90e1ab88b62a,paper recovery,b96a71c8d54e621284323a68ee7b1f32,paper recovery
1822,a1d43a8b-2e14-4f34-a490-f858d2cc396d,paper recalling,d0a662a5235ecde30739fe50cf0de830,paper
1823,f71164fa-3968-4c81-a40e-6156e6c1efe2,recalling centre,,
1824,290519eb-efc7-414f-bde3-1083179b1d23,merchandising,825896e7e83eff50879ed00cba2f9414,merchandising
1825,bee668ed-2fae-459a-8d5f-183c5498e5d2,plastic food container,0dbed6f1e6f1df19106ec9d6545d8f98,plastic food containers
1826,23ba872b-de57-4e17-a54e-9847554bfa09,lithograph boxes,f08481d05665c3b371236b0754b3cd03,lithograph boxes
1827,85cdcf1f-7edd-4a20-a84d-da92f3fa7d78,removals for private bodies,d5ece2676334ca9642e3d13904f8cba2,removals for private bodies
1828,4d60589b-9573-4e84-a403-9c09e89e109d,machinery and equipment for shoe factories and shoemakers,69461bd49904596d79da04e93f8b87f9,machinery and equipment for shoe factories and shoemakers
1829,cf58e46b-db46-4705-9787-47520070ba5f,stamping machine manufacturing,af6a640782fbbb5e855850868d1c6ade,stamping machine
1830,812086aa-9e5f-4556-b27f-41ad488e8cd7,numbering machine manufacturing,,
1831,329577fe-eed5-4e78-8d4d-e33c5dd91345,machines for sole manufacturers,d313db27f1a237cb19dcd35df2232582,sole manufacturers
1832,ef395535-7510-49ed-be8e-05207b7ae973,shoe number stamping machines,,
1833,3afe487c-eeac-479f-841d-abcda3de3339,printing on mats,,
1834,4b47c81a-0374-4d84-bd6c-9c0a87d5ca7c,stamping on plastic,,
1835,f57b206a-68c6-4bec-856c-096e5e4531ea,scented ribbons,,
1836,c1d763a8-b53d-4e55-80d4-e0421bf2efc5,decorative ribbons in various materials,6b3219d91a846e8b5bb53e164820eaf7,decorative ribbons in various materials
1837,7a119798-e64f-449e-9dcb-8a9ecd465ff6,custom ribbons,,
1838,cdf13473-af70-43d9-b30d-c86e1cf92696,artificial and synthesis fibre ribbons,,
1839,06bdd834-d1cb-4c84-8777-570fee3944b1,switches for motor vehicles,5ff2e2bd56aef010bf82c7302c7de778,switches for motor vehicles
1840,606552c8-6a86-4386-8707-d003a47ee4fe,plastic articles for the food and canning industry,fd91370b31090ab0bb5f53a94ae1d513,plastic articles for the food and canning industry
1841,0b70eed0-8c71-456c-8833-496c07cf531f,container and aluminium rays,,
1842,66bab547-f265-470c-a067-6382fd8d3270,packing and bags for shoes,,
1843,804f88d7-1b01-4402-a712-45aedcfd4592,twisted handle paper bags,eb7545a905186f6beaceeda3db1d1230,twisted handle paper bags
1844,4d6d7108-4a73-479c-9547-9cc716cc8aff,custom paper bags,01f670e99a4428fdd749dff1d818b804,custom paper bags
1845,dcde88b3-51ae-4f16-853c-3b27af981ab8,zip seal plastic bags,938ac9615cc20000540ff07a810fd425,zip seal plastic bags
1846,1c6a3570-4792-470c-ba45-8371f24a2868,food-processing packing machines,1c8d64fe439ad7b8d3d40c2c3435dcf3,food-processing packing machines
1847,b7ad1790-3e0f-46be-bc93-41855b724c26,chemicals and pharmaceuticals - packing machinery,,
1848,d6d5c7d6-8908-40b1-a098-219d895a8156,flexible packing for the food processing industry,,
1849,b81419df-ec0d-4a0d-916d-d65262571211,tools for polycrystalline work,1337fc56c5a3fb28e3d765fbbe0ed0ed,tools for polycrystalline work
1850,1ec0f6e6-ce19-4217-9c1c-a26649b3eafd,counting and coating for shoe factories,,
1851,6f6374d0-33cd-43fb-a8ac-81bd92a2c8b1,"thermoforming, plastic - machinery",e85de44686c07b9a010556138de72335,"thermoforming, plastics - machinery"
1852,e4421155-036a-4336-92ff-1cd6df44bd73,paper and cardboard coating machines,a808612fb0f21a84cce9b85b04d1dd8d,paper and cardboard coating machines
1853,6ace675d-348d-4f50-8f83-32a6b4d1d422,office machine accessory,34f2ad0b871257c1f58837140905fc58,office machine accessory
1854,fec731c3-d83c-4a1e-a18b-f4534ca3f5c5,photoreproducers,7d4e82f8faee22c663238da6fb2072ed,photoreproducers
1855,b66f2d0c-c642-4eb0-941a-38947c3951a6,continuous self-adhesive labels,82c2e75591eb0a94742f5ad32c962fba,continuous self-adhesive labels
1856,3b2ab194-e4cf-46bc-bc84-eedaf1dbfb77,advertising displays,5a1c09af20b8d297399f9cd1953e7428,advertising displays
1857,f5d2bce4-d2f9-4c21-9f6f-e6ded116f489,paper and board products,45e070b49d30684ee72f1fe78aeff6db,paper and board products
1858,21767be9-b6a2-41b0-bdcb-e3450cd48866,graphics processing,,
1859,18a40ed3-7d5f-4a49-ae38-10307689d384,manufacturing of display stands,36cb5b1f6e2c344c1753771ce482642e,manufacturing of display stands
1860,99f50d3a-694a-45b4-87a3-dedadcbacdff,paper showcase products,97ca5b586578001685fe024f0301cbd3,paper showcase products
1861,112d1a37-1da4-425a-b5a4-0e44089ace6b,thermal paper,71952e63f9f428e79c345b0a118f637f,thermal paper
1862,0f6b2ef7-884c-4116-b26b-516d1c58085a,price markets,46b8d44b1f9594eba865305dd9c7444f,price markers
1863,5620337d-d0c9-417f-813e-888443dd7874,plastic sleeves for vacuum packing,082f94d7e6dc6acad01604e38b49efa4,plastic sleeves for vacuum packing
1864,764efcdc-0ed2-4a7b-b087-aef03afc81ec,medals and trophies,5eef4242025b2537fc281fc87da428c8,medals and trophies
1865,2373feae-5fc1-4ad5-93d3-0ebdaee47e13,sports cups,59cd96f839023d9fe6f89711a9ac3308,sports cups
1866,1ccecdb6-b765-476d-b0aa-4ed63caf2ac5,trophies,bbad68a9087f0a7333ad2b57b4e198a5,trophies
1867,5acc7e0a-523b-40cb-aa89-5a9642d11d7d,advertising - photography,f6226ba09ae624002de9acf905d52e14,advertising - photography
1868,6897d18a-2378-467f-a7a4-1fee71b1362c,supplies for graphics arts,df927c41e39998fcab3afcd1056f295c,supplies for graphic arts
1869,aad6827f-57f1-4664-944a-a75b4dc55e7b,internet and internet sites - creation and development,c8205c7636e728d448c2774e6a4a944b,internet
1870,375bb6f3-53d6-4808-a294-6d1d79ed4dc7,computer graphics publishing,a942d4daddefa97382633b26e97fdb33,computer graphics publishing
1871,7807bd52-f9c4-4938-b09f-460db2a69a55,recording studies,425fec9cef5a469d9100f826c6220bd3,recording studios
1872,60e46fb5-bb27-472d-a564-bc083e9b1f96,articles for fine arts,0602e4b3c97d818d4eca2f1867095b29,articles for fine arts
1873,069f2521-be83-4137-aa9f-c200dc3dd6a4,manual entering system,,
1874,bc31cf4c-0b74-427a-8ee3-c97cf1060055,automatic entering system,,
1875,def9e718-70aa-4f2c-8070-dd0847a3f902,marking - diverse products,835b1322da5bda56985a9031c56c6f3b,marking - diverse products
1876,40be1a86-d947-4593-a92f-ba2ff7ee0365,data processing - printing on tenfold paper,fc437c255a8409b8ff05b128f761e808,data processing - printing on fanfold paper
1877,a4bd32c1-327e-427e-ad3b-c9c62cb8497d,"threads and yards, natural",dbf1e48dec6a2bc2cb37d566b9176490,"threads and yarns, natural"
1878,b6bf748e-2f81-4b7a-be0a-c2534dbb8fe9,cotton spun yards and threads,b0c7d880168b7162252f3b5c027a0e6f,cotton spun yarns and threads
1879,9343d971-5950-45b4-b398-78af22a1040e,"textile, natural and synthesis fibre blend spun yards and threads",,
1880,856223ec-54f2-44ec-ab37-3c438164fa6b,synthesis fibre yards,8bac03cff66621b242f55d524ae3f8db,yards
1881,2d10565b-21f6-4687-b49c-cf06e0fedabd,polyester microfibre,,
1882,eb7836e0-1876-40db-9f3e-59254eded161,artificial and synthesis fibre felts,,
1883,5da5a3a1-d931-41ef-a3af-05ed85abf049,synthesis felts,b09461b86c031c24c54bddfda194f390,felts
1884,b574ac2c-e6eb-47aa-a621-829542c0d68c,nets and articles in artificial and synthesis fibre net,,
1885,b18ace65-95d9-40ad-82e4-81751fca61d2,technical articles in plastic,f1ac11547814aa634d6c1dd237e94770,technical articles in plastic
