,products_and_services,products_id,language (ISO-code),typo_corrected
294,blackberry,f3ef2475-e1e0-4d49-9ec4-c3f60be679a2,da,blackberry
295,dehydrated ginger,f314c393-bdcc-4d94-b337-fe4cb45e3ea9,da,dehydrated ginger
296,concentrate,ebc44e86-bc58-4e11-94d8-495754c9d282,it,concentrate
297,enoki mushrooms,cae59b92-45a7-4ce5-a54d-e664f0fa680b,et,enoki mushrooms
298,exotic fruit flavour,7ec7f30a-3786-43b2-92af-f302259c67f5,ro,exotic fruit flavour
299,passionfruit taste beads,5de5b36c-5839-409d-be9f-a23082d8eefa,af,passionfruit taste beads
300,watermelon taste beads,146c86e6-506d-44e5-9fcc-97f5af7b783c,af,watermelon taste beads
301,pizza sauce,7517c861-5108-4acc-aafd-6645ed4e264f,lv,pizza sauce
302,pizza dough,8c41b8ed-4bb6-40e2-8026-4630f3757c6e,it,pizza dough
303,frozen pizza dough,9b8af420-d850-4d4f-9933-d44bfbc9dbe2,it,frozen pizza dough
304,pitons,2b6e46dd-c3ca-4da8-8be0-7c4899e6a1a7,tl,pitons
305,potato products,76ac9cf7-f014-438c-8b8d-d5df40c97e73,sk,potato products
306,packed potatoes,bbc1b149-58cd-454f-9906-1ea38dfbe03d,sk,packed potatoes
307,potato import,1dc1861b-8c02-4b64-99e4-a4e3512d8a20,it,potato import
308,big potatoes,1294ae86-1b25-44fd-9cc4-c15ac1c0f91c,tl,big potatoes
309,frozen potato products,b2fb4cc2-04f5-4cbf-9533-57f5bec4b7b9,cs,frozen potato products
310,scarola salad,3494f2b4-acc6-4ae2-8ad6-4b90a2d10c0a,so,scarola salad
311,article for restaurants,57102f6b-fe18-4309-a05f-babadf4c81a2,ca,article for restaurants
312,entertainment for children's parties,535e9c68-0b06-4ae0-9143-8ce192347a5a,fr,entertainment for children's parties
313,friesian stallion,60ffa53c-362e-4637-a97a-0347a0495904,it,friesian stallion
314,public space design,9ba737f5-6d5f-4972-8e22-1c21a0d2061d,es,public space design
315,plant protection products,8a54f0a8-122a-4025-beca-17fcaa13965d,fr,plant protection products
316,neem granules,18abc261-b4f7-4eaa-ab7b-b101ebe24db2,et,neem granules
317,composition plants,2286b9d6-29f6-4479-bbe0-5f34edcc5f1a,fr,composition plants
318,bridal bouquet,3bc5958e-a926-4825-8dd8-b7fb1b682891,ca,bridal bouquet
319,hydroponics,4fe507fd-8805-4b6a-8d45-ad305dae7d69,cy,hydroponics
320,floral gifts,97f8dec1-9865-4167-aa32-9ab36f996452,sv,floral gifts
321,grass cutting,616d8c96-4f6a-4873-8a1d-b05ab49328cb,it,grass cutting
322,orchid vase,99edfb27-5aba-4c6c-b741-6e9aa2f7b961,et,orchid vase
323,tree spade,3396544e-cf06-483b-90f7-608a9cd87a23,af,tree spade
324,damcon,8a6d7e32-6155-419d-a930-2289876a2eac,pt,damcon
325,ecuador roses,80f9daa2-33f8-4ca5-a56d-5198ab3727d4,es,ecuador roses
326,mains pipes - ferrous metal,741191a8-9e6b-4bb9-81f7-6e7a1f6f87a1,fr,mains pipes - ferrous metal
327,pipe beveling,324dea29-5e53-4a66-a518-935bca6eedbb,da,pipe beveling
328,pipe machine,a7f01a3c-5972-4069-a330-7d36917846a9,it,pipe machine
329,pipe cutting,192b9831-5796-4239-b655-673cc63ec727,it,pipe cutting
330,pipe welding,b5bd41c4-b0b5-4b93-92c0-904bbb4602f5,af,pipe welding
331,beveling,af3ccaf0-3811-499b-96b4-35d6b71da162,da,beveling
332,roll grooving,9efba499-7ec2-410a-a270-accf95289e1d,af,roll grooving
333,end working,ff987b87-320b-4335-8ac4-2c1202a424bb,af,end working
334,cardiology equipment and supplies,90f99f1e-fb31-453a-8b11-91d3b98a5100,fr,cardiology equipment and supplies
335,neurology equipment and supplies,efac6cd0-95c9-4b7d-84b5-93a1184c75f6,fr,neurology equipment and supplies
336,flower and vegetable seeds,94c90f41-3356-4426-8f0d-d7e4fcb970d3,da,flower and vegetable seeds
337,plantsupports,d64e0d6b-66cf-4862-a0fb-26ea6a666b02,fr,plantsupports
338,gardenstakes,d6de8c8d-96f3-43ba-a64f-1f578670034c,no,gardenstakes
339,decorative ceramics for interior design,09838326-f306-4308-a170-8c7fb5f43364,pt,decorative ceramics for interior design
340,accessory design,0073e2b2-bae6-471f-9a01-f0598a5c44c7,it,accessory design
341,site generators,36a394a2-73f4-43b3-830c-c1e8ab72fe86,it,site generators
342,cut roses,55780bf0-462f-4176-9dbc-bbdf98f34e87,ro,cut roses
343,hot pink,a06697f7-6915-4ca9-a7bb-df9fbc7dcfa9,fi,hot pink
344,nutraceutical ingredient supplier europe,7d72213b-264b-4d58-9dc5-3ae3e63da5f7,ro,nutraceutical ingredient supplier europe
345,amino acid,c42b5ea5-676a-4928-9774-025895012d59,es,amino acid
346,centrifugaal ventilatoren,9b1aa0c3-2c40-4bfc-839b-0d24c0ea8222,it,centrifugaal ventilatoren
347,kunststof ventilatoren,b3dee7de-e763-48e4-85ff-83265f3705e1,da,kunststof ventilatoren
348,fieldgrowingtrees,50254518-1597-4bfd-911f-b96343aa1669,af,fieldgrowingtrees
349,grafts,ba532f90-4e6e-4ab4-a751-07e6e687cf33,no,grafts
350,balcony plants,1626b6e2-5472-4e80-b688-c57825f24e79,ca,balcony plants
351,dna extraction,d36f7231-89fb-458a-a588-0081b7bf0b34,es,dna extraction
352,rna extraction,a777f69c-49fb-462d-bcf0-015a8d6701af,es,rna extraction
353,systems for floriculture and gardening,acd13145-9cd9-4168-94f4-09b9a3007e87,da,systems for floriculture and gardening
354,diy articles,6762de3c-7c10-4dbc-a308-87fd875ea4bd,ca,diy articles
355,handtools,0f1faa0e-6e63-4cc5-89dc-dd90ff79ce70,da,handtools
356,rapid antigen test kit,aa3afd8f-96e3-43f3-bc94-16763ff85ab0,et,rapid antigen test kit
357,medical diagnostic tests,96740fc0-a294-4d20-8579-3744bdf6ee88,it,medical diagnostic tests
358,plastic material,196a4b92-8161-4e21-8e7d-0656a312bcac,ro,plastic material
359,eva sheet,65270408-fac0-428e-a563-e716cd0e2091,sq,eva sheet
360,pet preforms,0bdd8553-2e1e-46d3-93eb-081deb3a8a38,no,pet preforms
361,premixes for pigs,b2b27df6-eb09-477a-8a63-b3a2855de959,ca,premixes for pigs
362,cocopeat,feae8d3a-2574-49cc-a1d7-81efe672aac2,it,cocopeat
363,coco peat,d8b7c590-fc6d-43ca-ae54-aca993b8302b,it,coco peat
364,metal picture rails,7b0c9cc6-66fe-4fde-8527-43846f231940,ca,metal picture rails
365,blast proof door,35b48220-8a87-4dc2-a449-eb69fb220fb9,af,blast proof door
366,bulletproof doors,c8fcb287-c052-49d8-929d-9e7acce50a25,af,bulletproof doors
367,rental of marquees,d79cb49f-1b76-4aac-a148-53093a5d6c09,ca,rental of marquees
368,it application development and maintenance,d2670605-8472-4317-bfa5-a7a398b5d504,fr,it application development and maintenance
369,caribbean food restaurant,f6853fcd-4123-4890-8b29-204e0325895e,ro,caribbean food restaurant
370,bedrijfsuitje vrijgezellenfeest,f20052a6-7901-43a7-a78a-a29946b7ddf3,nl,bedrijfsuitje vrijgezellenfeest
371,sports arenas,44f1dc29-3f1f-4f40-b644-1e5d7e7a7e81,sv,sports arenas
372,electrical testers,c29e8198-fb26-46d0-8e30-90cec487ad73,ro,electrical testers
373,dutch lessons,379c4b33-4193-4c30-ab9b-240115d61d76,fr,dutch lessons
374,manufacturer play equipment,f4bfc553-6554-4d9d-ad7b-8aabf80c8f3f,ca,manufacturer play equipment
375,indoor playgrounds,b45d5b46-daca-4b86-b987-5f8ababb05c3,nl,indoor playgrounds
376,trampoline parks,69adb101-1587-493d-856c-f5a633be2de0,lt,trampoline parks
377,sport courses,4312a695-b9c9-4038-9aca-b59be70a52cb,fr,sport courses
378,alumina coatings,3d84aa77-7f6e-494d-867f-2ca41fbeb684,tl,alumina coatings
379,aerogel,6d7210bc-b39a-4074-98e5-4e5b0314b9ed,da,aerogel
380,azo initiators,5287ad45-de2f-402d-9b61-53c569e8b231,it,azo initiators
381,azobisisobutyronitrile,14903b0c-3ec1-4c45-925f-78bd8a71cc68,it,azobisisobutyronitrile
382,organic peroxides,2d15ad8b-6123-4daa-8c22-fdc79c8f9dd2,ca,organic peroxides
383,benzoyl peroxide,04bfd025-b7ad-4017-8a9a-053dce1e162b,es,benzoyl peroxide
384,dicumyl peroxide,68bf01ac-fb58-42b7-a647-0edc67430e17,ro,dicumyl peroxide
385,construction companies amsterdam,4484d7ff-32c8-4fc1-90c5-2d07f6b31238,fr,construction companies amsterdam
386,marble floors,305edb2b-fe5b-40fb-9879-d42c0159a212,da,marble floors
387,electronic probes,95196a33-1046-428f-9634-762d33d83bec,ca,electronic probes
388,telephone socket adapters,e35dbe49-ee47-466a-acc3-7d7456016c65,sv,telephone socket adapters
389,pneumatics - post dispatch system,900f8490-9b90-4405-a350-90a93e305220,fr,pneumatics - post dispatch system
390,surveillance service,09095d73-6281-45d8-90b1-a507f78649d0,fr,surveillance service
391,horizontal street signs,1cfaefa0-8252-484e-9cbc-1abf9a4e8161,nl,horizontal street signs
392,street sign maintenance,9ef3e6fb-9daf-4249-823a-09ca0f0fff16,fr,street sign maintenance
393,drainage pipes,96019cf6-b6cb-45a1-a4f6-99f6215d372c,fr,drainage pipes
394,kitchen make overs,2e312178-bfc3-4b1a-b3cf-8fab518a3a3a,nl,kitchen make overs
395,"consultants on colours, paints and enamels",408dc383-112d-42f9-9fe5-882cc5507dce,ca,"consultants on colours, paints and enamels"
396,bouw,ab5ad584-d96b-4d53-9da8-ffe8e6d9a8bb,nl,bouw
397,covering in zinc,2aacac9b-82cc-489b-a8d7-0f804ca21243,nl,covering in zinc
398,monitoring devices,c8fcc0d2-b786-41d5-bed0-bfb0bc1f3a1e,it,monitoring devices
399,air conditioner accessories,f16a0fc3-5a13-49b0-b003-bf0ea6f6c28a,it,air conditioner accessories
400,din3567,9ab1afab-a9aa-472a-b8b4-d437af03bfd9,af,din3567
401,pipe clamps,87d2fb69-f561-493f-94fb-e9956d430afb,ca,pipe clamps
402,saddle pipe clips,6b07d54e-e6e4-4e7b-8c30-a1c77f3e242d,it,saddle pipe clips
403,stainless steel pipe clamp,a759c186-32ba-45aa-ae95-9fc83455fcaf,it,stainless steel pipe clamp
404,pvc window - door,07e4ea89-8de5-4ef4-b087-ef79e509634c,pl,pvc window - door
405,caterpillar — 323d 3,822091ce-ee89-4c6b-b602-65992f6a4ec9,ca,caterpillar — 323d 3
406,caterpillar 320d,dd285684-299d-42a4-b6eb-bb1a3d70b8da,it,caterpillar 320d
407,asbestos,77a8ad69-1999-4252-ac78-f2504acdffda,pt,asbestos
408,removal contractors,344ce755-a50a-4923-ba82-1dfef90d4d5c,ca,removal contractors
409,remover,b131a82f-0754-4aa0-a27f-bf8ad7d49098,sk,remover
410,safety equipment,ccb0053c-666a-4882-b7de-40e76ffd96d8,ca,safety equipment
411,fall-arrest systems,b4ba7608-1bd0-45fe-9e5a-f60a98a37f2c,no,fall-arrest systems
412,decorative doors,db9e2b4f-cf7d-4461-94d4-9bb248eecc8c,pt,decorative doors
413,steel door and window frames,a8f0ef23-8832-4205-891b-6b53742a7998,af,steel door and window frames
414,wardrobe doors,64b70e39-4cf1-4fc3-b8da-01f79e08735b,af,wardrobe doors
415,exterior doors,3b84a60d-7ba6-4aad-937c-0b612787ebf1,pt,exterior doors
416,padlocks,78531574-6f65-4706-ae71-70a585af5850,cs,padlocks
417,cylinder padlocks,a09d289f-7825-4942-a6a9-92c02207a6ab,sv,cylinder padlocks
418,door to door logistics,f35388e5-e539-4930-a535-27d762c725fe,nl,door to door logistics
419,customs clearance documentation,d0986565-d595-42f0-b437-fb30ee38f9c0,ro,customs clearance documentation
420,door sensors,04695eeb-b2dd-441c-8087-1bb035fb0b80,af,door sensors
421,inlaid locks,32fc668a-b81f-4d64-a010-52ec89227dc0,sv,inlaid locks
422,rollerblinds,22e47bd6-4d38-431a-84ea-ea659962628c,da,rollerblinds
423,"furniture, curtains, drapery",d74ed953-d646-48f7-9888-ab9af3104977,fr,"furniture, curtains, drapery"
424,sun blinds,d019f56f-230c-461b-9c08-415398b4d300,da,sun blinds
425,laminate for furniture,e0876855-886c-4559-ba64-23d414fe108f,ro,laminate for furniture
426,tegellijm,d8a927c7-c4ee-4e50-9db1-2518d5616040,nl,tegellijm
427,tegelen,9fc62e36-cfb9-4f00-9ca3-c8baeb5e7085,nl,tegelen
428,poeder tegellijm,17dace4e-fa4c-4366-bc12-5f1b1925a256,nl,poeder tegellijm
429,pasta tegellijm,2e365ff4-d635-4086-b337-4c595af4cd7e,et,pasta tegellijm
430,air knives,ca6f30d6-0f88-4e16-bc4b-04dcd24c2aa7,lv,air knives
431,air nozzle,0173cf7a-1a7c-408d-88d5-67c7dbd71995,lv,air nozzle
432,climate control,079ed189-a0bd-47ff-9939-0c0b559079ac,it,climate control
433,modular floors,bb8727be-c4ac-4d43-b0fd-8cabc48b1bc9,ro,modular floors
434,passenger terminal amsterdam,a9ee873d-2861-47c3-9aec-9dd37e2fd4c0,no,passenger terminal amsterdam
435,rubber floors,db857c63-b98b-4506-b837-bc39e6de8e50,da,rubber floors
436,rubber floor-coverings,86480cb8-260c-41e3-83ff-ecdf4c4604bf,da,rubber floor-coverings
437,rubber tiles,cf1ffc53-61d5-4f8c-907d-c4f5e70fdfc0,da,rubber tiles
438,profile wykonczeniowe,830c8b3f-390a-4909-b177-bf3ba6ad6d7c,pl,profile wykonczeniowe
439,klej spray do dywanów i tapicerki,79ba9c69-7c24-4e07-ab6d-7b73271ee405,pl,klej spray do dywanów i tapicerki
440,lorry tarpaulins,69d2761f-d27d-4eb8-9e9a-dc50fdf9474f,lt,lorry tarpaulins
441,maxam garagedoors,64cfb8ad-9d9c-48ae-8479-f69d57d65d3d,so,maxam garagedoors
442,slips,9cc6155b-6722-4102-84fb-e0f4a635d0f9,lt,slips
443,feed fodder for cows,a434f1f9-9803-4260-89b8-f0d8421d1df2,cy,feed fodder for cows
444,electric fences,e67c875c-58f2-4659-84c5-4e2f1e2dea2e,ro,electric fences
445,anti-caloric treatment,96b7c3f8-71c6-4dcc-969f-5afa644aba7b,ro,anti-caloric treatment
446,antique fireplaces,7dab550c-7e78-424c-8483-ae203562ba31,fr,antique fireplaces
447,wood burners,4aaafc11-6e13-46e9-82cc-c4da9cb4e6a0,af,wood burners
448,carpet squares,fef4ecdb-be2c-4100-a578-5e160e0cb36d,ca,carpet squares
449,curtain accessories,c9976d06-6e58-4980-afce-02049def29cd,ro,curtain accessories
450,pvc doors,b90b25c3-9641-4fd1-8716-d006f80ede61,nl,pvc doors
451,channel spring nut,618d9024-2023-48b6-92e8-9ce7cd8b6329,it,channel spring nut
452,strut support system,fcf8dad0-69c8-46f2-8935-5e59de09fbd6,fr,strut support system
453,strut channel,f869996c-2159-4eac-836c-9ebddea6b08a,fr,strut channel
454,turnstile,708f1846-e495-4215-afb1-27594768168e,no,turnstile
455,intrusion -proof doors,12900ba0-f14c-4390-ba4a-5a753aa9c2cd,af,intrusion -proof doors
456,automatic revolving doors,8f11e33d-521b-40db-b26d-37e4014d5fe9,nl,automatic revolving doors
457,electronic access control,2676381a-7df1-47b1-b6f5-0bd958e79f67,es,electronic access control
458,designer entrance door,34b628bd-77ed-43e8-8125-0fcc86342f57,fr,designer entrance door
459,lifting gate,4703ec5c-84e7-4032-bcd6-ac81bde58c8f,no,lifting gate
460,burglar alarms,fcb47fd2-7467-419a-9b8c-9ec9045d06d9,tr,burglar alarms
461,revolving doors,0da79f55-3d59-4872-aa84-5cf3c1657127,nl,revolving doors
462,gate automation kits,412f592c-f07d-468e-930c-0bfc0975b37a,et,gate automation kits
463,automatic gate control devices,0b8ff75e-34e7-4ef8-a4b4-ab77cc7ea716,ro,automatic gate control devices
464,automatic barriers,ece7ca44-766a-4566-bc5b-be88909075bc,fr,automatic barriers
465,motors for rolling gates,3c886e21-f049-44d2-9a64-5612cdbb7da6,no,motors for rolling gates
466,vibrating motors,0e043bf9-b4ed-4725-89e5-ba38bd99845d,sv,vibrating motors
467,entrance mats,3c21925a-3a4e-4311-8c13-d12d931c2d5a,fr,entrance mats
468,logo mats,9150251d-e34c-4a9b-9fe7-3c8089125c5c,hr,logo mats
469,pool mats,00529f37-9ae4-495b-bfaa-b22e7858abdc,et,pool mats
470,aluminium railing,f1125234-4508-482a-8b4c-c15ae67cca54,et,aluminium railing
471,trampolines,8b7837dd-81be-4d76-8a52-57b44676e341,it,trampolines
472,disposable caps,62021b7f-b93e-446a-b75a-d99a71a49475,ca,disposable caps
473,"toilets, public",ad860735-39e7-4159-af84-1d2f5b2cbe17,fr,"toilets, public"
474,sanisettes for disabled users for hire,549ee6a9-1925-4622-a3c3-818120ec6927,no,sanisettes for disabled users for hire
475,winkelinventaris,7c4c9829-62bf-48ee-aa3a-64ebd4fac1b1,nl,winkelinventaris
476,case sealer,510149d3-6620-452c-8f04-19cb2270006e,es,case sealer
477,lid former,a6b6783f-9705-4723-9a41-d5281d4f0216,da,lid former
478,interior remodelling,dfef17ae-80a6-4534-91f5-fbbe90b85c52,it,interior remodelling
479,fire resistant glazed partitions,027f9298-5fd6-4f2f-b049-b83fbd1f1b25,it,fire resistant glazed partitions
480,car waxing,1fb8c9b5-32e8-4731-bb01-21fceb3c45a5,so,car waxing
481,monobloc pools,b109f021-6837-4f4d-a8eb-d4424b748c05,es,monobloc pools
482,damp curing,7f815075-a581-4a7c-868b-63f26008474f,ro,damp curing
483,sunken pools,05a2e28e-bbe2-4393-94f2-28d442ffc973,fi,sunken pools
484,auditorium chair,a222685b-9884-429a-939c-5aaaa24de017,ro,auditorium chair
485,cinema chair,541ce503-7322-4322-bcf2-d708c1721938,pt,cinema chair
486,hall chair,d10c8fd5-48f1-474d-8d85-926e5f4eb817,cy,hall chair
487,church chair,5e0599f1-2cf4-4b77-8af2-00e8d4778441,cy,church chair
488,pen cartridges,3ba33324-c29d-4bb8-ad73-74df6c27ce09,ca,pen cartridges
489,refrigerated rail transport,ba1f60eb-2b03-44da-a907-e17e1114a3cd,da,refrigerated rail transport
490,oil tankers,01de08d5-02a5-4c56-b086-5bfa8efd39c1,fi,oil tankers
491,ice skating gear,5feb89c9-0856-45b5-9f08-34b09343df1a,sv,ice skating gear
492,ice skates,274158ec-6a54-4c6d-9254-2c03f7195357,sl,ice skates
493,skating rinks,5b639ec5-6e0e-4f8e-842c-3659927ec6cf,sv,skating rinks
494,private pools,aa9d349c-f035-4fa1-9353-977511377699,hr,private pools
495,metal hinges for frames,d775f0b3-5bb4-487e-aac8-39809837c252,da,metal hinges for frames
496,wooden steering wheels,fa4e4621-0e71-48b9-9c9c-3f533976bbc1,af,wooden steering wheels
497,garage rolling shutter,e2aa7772-cc59-44e6-a638-4a6b79278920,no,garage rolling shutter
498,dealer voor landbouwmachines,539ef2f4-c846-445e-9cf1-6f0d82d27c5f,nl,dealer voor landbouwmachines
499,garden construction,2419868a-5417-43d9-83f3-7479e2539599,fr,garden construction
500,paper bag making machine,4fdb124b-3ffb-472a-ae16-ac0305a62c01,tl,paper bag making machine
501,paperwrapping,6556ce4e-5e21-4742-b0b2-393f47ac7445,tl,paperwrapping
502,inserting,40c9f5fe-3d36-4b3f-8d9a-704babf9f71c,no,inserting
503,buhrs,56045a20-9aba-40db-ba16-61f3d8583a75,id,buhrs
504,poultry equipment,a695a28f-9869-42e0-99fc-e3cd8097182b,fr,poultry equipment
505,air desinfection,1c1eb01d-c080-4c0a-9ea6-358faf03b068,fr,air desinfection
506,curds,bb59a797-a317-42a7-bb8b-8a77a3e91f4c,ro,curds
507,quality control equipment,5d662089-4c4e-462d-83ad-bc0f32a0c234,ca,quality control equipment
508,sensor and proces equipment,fe7b4f5b-f25a-43a1-bfc2-9989034987ce,es,sensor and proces equipment
509,gas mixers,1679e53b-0918-489a-94d9-af097cc3b83a,lv,gas mixers
510,measuring cups,72f5b240-9b82-4ef6-8696-8e6b19425256,ro,measuring cups
511,bag closing systems,51a3516d-2204-4fbd-8151-bca577d64afd,tl,bag closing systems
512,flavoured milk powder,54ea026e-46cb-4ac8-9691-bee0b049a53c,da,flavoured milk powder
513,lip gloss,de5e2b3a-8842-4f52-9799-f5ca5b9b93a2,it,lip gloss
514,eyeliners,06701bc1-28f1-4220-8681-58be7fbee03e,tr,eyeliners
515,bake-off,351e00e0-00ba-4eed-ab1c-8786d2801638,no,bake-off
516,defrosting equipment,6d2ad973-4670-470c-b256-6a1a4f8f629a,es,defrosting equipment
517,drum driers,31e096f0-39a2-4197-9272-b44e227c28d4,af,drum driers
518,drybulk machines,a12b3b5d-3365-42c8-a6a9-a4e9dd33be9a,cy,drybulk machines
519,antiscale additives,b79139cb-64de-4ab6-939b-4faaa84e7558,it,antiscale additives
520,machine manufacturer,cafcfc36-cde2-4e18-ab23-aee40f79eec1,ro,machine manufacturer
521,autorijschool,28c9956e-1bfd-460f-b9d8-b91c832f116b,nl,autorijschool
522,rijschool haarlem,0a63db53-679e-437d-bca1-25494f4cebc3,nl,rijschool haarlem
523,rijles haarlem,3d345099-1fc0-4c6c-b5ce-81f11c26b906,nl,rijles haarlem
524,partybus,8f276d96-40bf-4ff1-99d7-041ccf3bc59a,lt,partybus
525,propellers for motors,e8a4358a-370d-4395-baca-279e4f6aca61,no,propellers for motors
526,automatic pumps,4ea7f974-9e19-4074-bdd4-56b6cce1c888,ro,automatic pumps
527,bicycle tyre pumps,f37468f4-2906-407c-a644-2b74b30ba41b,pl,bicycle tyre pumps
528,cyclette,18b12e0d-1954-4a31-a4ad-d3da5e6392f3,fr,cyclette
529,children's bike,ee45893e-a854-4305-a7cf-dc1f31346c8a,nl,children's bike
530,boats reseller,ab33cb59-44fc-4b1d-8935-c8a10dee256e,no,boats reseller
531,rescue launches,f89e4e13-e3ab-46e8-aecd-05d294534df0,es,rescue launches
532,marine engine accessories,034133d6-8726-4040-b301-712f2d00b5ee,it,marine engine accessories
533,tarpaulin accessories,9b0a2278-3822-4d97-adf7-9bce24ebc658,it,tarpaulin accessories
534,steel poles,b3cb598f-aaa3-4ad1-8bba-20fd1225a0b8,et,steel poles
535,analyses,8affbe01-ebf2-4abd-9443-ec98653cbf7b,tl,analyses
536,radar systems,283cbb03-1699-4435-8dc5-93d55445e2bf,cy,radar systems
537,jetfoil,2e965e74-22d6-4caa-90fa-c92295aafa12,hr,jetfoil
538,controls and instruments for marine equipment,a66bc83e-ad84-41e6-88f4-d4f62c228401,ca,controls and instruments for marine equipment
539,lubricant for boats,802ca689-1943-4e3e-a6ec-37087f613fab,ca,lubricant for boats
540,boat docking,1924e912-2e59-436e-a6ce-2b504c14ab24,sv,boat docking
541,nautical equipment,af805a69-2e21-4ad5-9a1c-6812239af7ab,ca,nautical equipment
542,company management,ed3ac076-7d74-42fd-9a08-3898f0c0930e,pt,company management
543,water-skiing - equipment,dcec3542-0665-4e20-ac29-6a930be68842,af,water-skiing - equipment
544,water-skiing gear,6ff14fe3-52c5-478f-b07c-31cabfc9601b,af,water-skiing gear
545,freighters,58405af2-2bf3-4a6c-906a-6741ab7c774c,de,freighters
546,repair of diesel marine engines,969f41c5-a28f-4bba-bf67-b53ab0ffe148,af,repair of diesel marine engines
547,economic and financial newspapers,174b6cf8-7db9-4c67-8d2e-c81a2c8d89b0,it,economic and financial newspapers
548,economics courses,f01a5346-2c28-4fe5-b6a3-8c24010d8723,fr,economics courses
549,mooring equipment,2d7041fc-bb6a-4243-8512-f8a3ffd1efe0,es,mooring equipment
550,solar power systems,b0abb51f-fcd4-4bf3-92fd-5b2f0cb1b334,pl,solar power systems
551,schwerlast spedition,3a5a50c9-3d1c-4e33-8380-92236645117e,de,schwerlast spedition
552,projekt logistics,3df41ca0-5642-4082-a4b0-5e328d528394,hr,projekt logistics
553,expert in fire suppression systems,2845a635-cde7-4dd1-a5cb-f4f1662ad562,fr,expert in fire suppression systems
554,data center equipment,c5e33754-d4f1-4292-a5cd-1b1fdf9dda50,pt,data center equipment
555,drumming,2345cb81-c401-4b3d-8782-45f485108f8d,da,drumming
556,liquid coolers,c17a117e-256d-4c35-93d5-db56f3f19c87,fr,liquid coolers
557,hydraulic crane truck rental,c29e1a1d-4f3f-4250-9ba3-dfb2a8717a16,ro,hydraulic crane truck rental
558,maritime mediators,358ec128-9d12-461e-a6c0-44e1ad959bb8,it,maritime mediators
559,zinc recycling,a78816ac-dca0-4bd4-a8cd-1a58fd780d93,pl,zinc recycling
