,products_id,products_and_services
7276,e50361b2-0e6d-4fe3-bcf2-150f24d5eb58,bismuth oxide
7277,f9b17bae-bd34-482e-9c77-3d8ad7274dc1,bismuth dioxide
7278,cc0c9cac-f292-4bd9-ba49-77f8745b3b6b,tin oxide
7279,652cb3f1-8e20-4377-b7da-68217aa5c0aa,block ice production systems
7280,4c39b475-aa4d-4752-adbc-613fbff57888,lake ice production systems
7281,030d3723-aa06-4bf1-8bf7-fc5ce7add339,utility ice
7282,bb3b4c5e-8550-4364-9250-ceae93f22cf8,outdoor metal furniture
7283,9ae268e8-5488-4059-a2aa-6e067afea515,foreign exchange offices
7284,ebbb3234-d6ee-4f9b-833d-a7976705e362,"abramowicz,candor,watch, citizenwatches,cases watches"
7285,0f8ef887-25ca-46db-90ba-7272b2368d74,cabinet with drawers
7286,75229066-3f00-4881-8949-0168a642dec9,cabinet for workshops
7287,74c1a2f1-1357-4982-8133-3d95060cd4df,brass bearings for cars
7288,4dbfd2fa-426e-4ddd-895b-a537c03266d6,sale of precious metals
7289,9aaee990-a37d-4cbc-8098-73069fad4e9e,jewellery in precious metals
7290,66cf731c-ce79-4664-9d4d-ccccd0326ae1,plunging for the food processing industry
7291,340cf2bb-dd9a-471d-b33e-cec575c2d8b7,painless-steel ball valves (with drive)
7292,b5c59266-4d62-4ca6-b35b-6d99dcbd9471,ball valves for district heating
7293,c46e5f8a-6b76-4d5c-8c9f-58e885d334b7,relation of machines and installation
7294,9441c25d-20bf-48aa-8d80-e84b3ae72ba7,mechanical and electrical services
7295,a811b13e-f471-41b6-b8ce-d4aec32c72ef,re-showing
7296,9da63c84-5df4-4805-960c-e764f6957b74,production relations
7297,465339cb-1b47-496a-9724-08aca9ddd458,machine relations
7298,fdf0f3a5-b390-4237-9c15-acb71680fdac,magnetic sheets
7299,8e46c1ef-01ca-4698-be51-f43a328a8be7,powder-coating of profile
7300,6c9744b3-c8bf-4d78-abed-593ebbd7696a,light electors
7301,9fce93a9-07af-49b0-9176-f04dcd28e782,strangers to order
7302,9d8f005d-5f15-4313-aad4-da1635fe47dd,hand-basin
7303,1544ef10-e047-444b-8acc-f78352a06e2b,refrigeration engineering services
7304,a387bb4b-1818-4281-b6da-23ef359edc00,military accessories
7305,0d8eb9cc-07ca-4552-bbda-8c7a9f3deea7,sheet metal and aluminium pre-painted in various colours
7306,e9c83c84-1f02-4588-b524-b0d9bf46d687,illuminated boxes
7307,332f3313-d95f-43e2-8f3f-3d823047e8f4,restoration and decoration work
7308,4e814a09-2886-491a-a822-4a0ed2682482,standing brass components
7309,8baf7734-ad7c-4b7a-928e-651c3822bff3,retreated tin wire for wedding
7310,1958fa6e-c100-4c0f-87b4-b2f44282e02d,chimney renovation
7311,eb7349e4-db56-49d5-aa8f-9917d84c5156,chimney systems
7312,cd3c345e-d052-4751-bf09-270ca46a2b03,chimney construction
7313,3501686f-d186-4281-b3fe-505196a6634f,painless steel chimney components
7314,8d24ed2a-4f51-47a4-8f0d-265b48fb54ae,fine-gained steel
7315,a187d424-7daa-4be0-a75d-a79a1c79e85b,fellows counting
7316,716c2c5e-0668-45c7-813b-f88b6051941c,bronze shell cast parts
7317,b9ecf493-5cd4-44d3-8cfb-09ea6b64f2cb,wines by the litre
7318,8414b6c6-0f5d-49dd-9000-04199b7c7dcd,press-fit bolts and components
7319,1cb2ff74-0231-44d6-b77c-4b1ace7c9af0,press-fit pushing
7320,5e4a5eef-84c2-421f-bdc5-ca0a41cbd6d9,and stud wedding units
7321,2dfaffd8-d5db-4f2c-8715-adb13c6a288f,cleaning agents for fireplace gazing
7322,fc0b86df-e31a-49e9-b187-4065f162fca4,firelight
7323,7adf4087-6fe9-4ecf-b54e-150da557d6b4,chain pockets
7324,9c984ecc-1a24-4d48-8fb5-c3ed667dd14d,ulcer chains
7325,a251eb71-6ed4-4de2-aae2-e0f9afefa26f,flat bars of special steel
7326,d7ecb46b-f161-401c-bd34-291d508f9608,engaging of plates
7327,68aa1bd4-e601-41fd-b9cb-f69663385172,space tubes
7328,fdfe8cb7-2898-4d4c-a200-357e614497ef,treated pushing
7329,749e6e54-7330-4a39-8f1d-de39c4dfddd4,z-belt conveys and apron conveys
7330,d97e4164-c8b7-4019-8b86-00940b8ab9ae,roller conveys and driven roller conveys
7331,ba550959-47f9-4956-8ed6-72cb2caf9fce,belt curve conveys and belt conveys
7332,07aa7986-5a23-40e7-89ac-be7b269b7410,pipes made from painless steel seeing
7333,e6156c3d-0995-4cdf-8f30-94917a7fb0f1,"rotating copper, brass and bronze plating"
7334,18d56dbe-9d99-45bf-9c97-764514cf00db,beryllium copper
7335,e724926d-efa1-4e36-af32-239b9af08b0a,cod-refused waters
7336,78238009-e73c-4780-aa37-fc2a209adfb1,handicraft workshops
7337,b038255a-78ee-495d-aaaa-24a20ad53ece,coating/plastic coating
7338,3dc94b84-6d83-4258-8a47-9590502047d7,roof underlip membrane
7339,866cd56c-0d5a-40a8-ae99-ef0249880707,black peppercorns
7340,d42d79e4-0e65-4355-a9ee-493ad8bf9bd2,olive oil with ruffle
7341,70321093-eaf4-433c-9872-a8ba20ac66a6,special changes
7342,f53adbe1-7908-4dce-9684-c2cde2bb4f6e,bars made from titanic and titanic allows
7343,607e755e-c3b5-4be5-b1ff-56bc694d4601,forged nickel allow products
7344,3bd6315c-0858-4a42-991f-d2c1b5f205cf,plastic balls
7345,193e2017-45dd-4cf3-b436-94ffb171afbb,"rods, picture hanging"
7346,68f0ef44-07d9-44ab-a0ae-f8de78042a0e,production of holding rails
7347,1d5d23a6-bcc2-4838-9aee-f696963c9363,sheet metal cutting
7348,dd4e4b89-5da6-4510-80a8-d8b3c4fcc00b,heliographs
7349,d27a1f69-6182-40bd-be57-4d67ebfbaabf,computerised autorefractometry
7350,5deaea9c-635d-4e76-a447-46809dabd976,clay sage
7351,5a81a532-63fb-4eb6-948d-ad627a0c7463,flower waters
7352,230089b8-a5e9-4d3a-8a60-13616a373742,verbal distillates
7353,995a94a4-3fdb-4cf3-9483-7f5aae4db949,raw materials for cosmetic
7354,28043b1a-e0ca-4f11-92c7-f78534763c34,office furniture rental
7355,4a8ba2ca-12f8-4c27-ac51-9b4810da6660,laboratory samples
7356,d74a0062-7a08-4a86-901f-6855aa48e292,transport of samples
7357,10bb0831-950d-4d5a-8c5d-72ed4b3c6308,pass box in painless steel
7358,45151a0b-7621-4c33-bb49-bc05b797dce8,air shower in painless steel
7359,5059e08e-b488-4fa2-8f91-6cbf75c0fef4,biology grease separates in painless steel
7360,283269cd-e424-4394-92d2-6a6cf355034a,"machines for inserting and fixing rivers, eyelids and buckles for leather goods"
7361,00829135-5a2b-49bc-8b60-6aeb6aac8f43,platino and allows
7362,79fba1ad-0f9c-4fa7-ada0-65981f20c495,semiconductor chemicals
7363,590cef52-e8f0-45f6-b1f4-b52df4bd4adf,semiconductor cleaning chemicals
7364,d4781aa9-1f36-45d8-b493-76c00aa666ac,floridas for metal surface treatments
7365,6e0b667d-0fd7-4917-882b-e49e3abab1b8,floridas for picking painless steel
7366,5e676bbd-6c26-419d-a812-c8f9fa00be00,bathroom accessories in gold
7367,9876de24-1163-4a9d-90aa-5456ef5bb082,round pipes
7368,8bc390e6-b63e-4630-810c-54e2e9a35147,laser beam wedding wires
7369,cc062555-74a7-4743-8284-79314fcecf83,laser beam wedding filler
7370,6f14f432-0dca-4fff-be4f-a3bd8aafefb9,laser beam wedding material
7371,3f9b16bb-e1c5-474c-9822-449b1e4631bd,laser beam build-up wedding
7372,03c8fc86-9ce8-42ab-a006-9e222b03aff0,wedding wires for laser beam wedding
7373,2c73b25a-d408-480e-b1ff-8572fc4e2f61,wedding filler for layers
7374,165295cf-a3fb-425e-8401-bc3b1dd95ec8,flow control valve painless steel 316l
7375,4707257f-0614-4bc2-97dc-cfede70903fb,led peons
7376,0a1bd23f-e9b5-4d8b-a4cb-cb9fa9cdf70c,distributor of tender machines
7377,a19b3963-fb92-4f03-aecc-341734f3448d,machines for the fabrication of store-front entering
7378,6e6fc644-a6c5-4926-82f6-bf6a3988efcb,spot-welded mesh
7379,ecda9766-5c18-4a6f-a504-e1f85ea850e8,processing of wire
7380,fb42a975-55aa-483c-876f-b4d585bde387,custom welded wire mesh
7381,c156bcef-761b-4087-b57f-25caed7f311d,protein powder packing
7382,3bd19e3d-55ce-48f4-861c-101a059fbd79,automatic for and machining tools
7383,ab3c912a-379c-42b6-bfde-25b7942e6887,and horizontal machining centres
7384,7aa36752-25a8-4bab-8651-be3825950db8,and filling centres
7385,50a264a0-2771-4c3e-b084-c0eb0c909875,portal filling machines (gentry design)
7386,a9eb8edc-4caf-4841-ad0b-db7f6c4fcfb4,small parts for furniture factories and joineries
7387,2cadb178-e828-44fe-b063-536853ccca9e,blue gas damper (fireplace accessories)
7388,5ac195f8-9601-4ac1-83e2-fe2b802d6ea9,chimney liners
7389,e8f66d7e-2bb4-4a26-801d-e51c34724c4b,gas fireplace
7390,fb4c4f72-1bcd-47b3-bcba-19e5aa901ff7,fireplace renovation
7391,0fc3c468-161f-42f0-8059-8966f8568f7f,ventilator chimneys
7392,bb0997c4-7076-4f75-a3de-e3d53bb472ff,chimney caps
7393,6c598301-2bd8-4ec0-9e5a-bae8b2827951,construction of flies
7394,1a99f69e-ae6b-4786-b518-ea8ae7807630,2-speed electric chain hosts
7395,6a60286a-439a-4cf8-ac5a-7250db8536d7,metal single-lever thermostatic mixed caps
7396,8c14e269-cbf5-4d46-ba92-df57b591f0ce,martensitic painless steel
7397,6bc51e06-94ad-49c6-9e58-2416676ed600,steel for plastic mould
7398,4f30c314-9c64-413b-b51d-fc19eb22891b,friction-resistant
7399,27f0eb3d-214c-49d2-9714-bed393966414,casting parts
7400,b899d2ef-f64e-471b-9c68-cee82006ac1c,wear-resistant casting
7401,b1129a16-53e3-4771-bc39-d0e4dc2d6115,we buy gold and sell gold bars gold coins and jewellery
7402,7c822a2a-5fb1-48f4-bd42-2dc5e0cf0b0a,polyester screens
7403,0857fa6c-696d-4d6b-9aa8-aee96db404d9,window trills and bars
7404,27f827e3-32e2-4cf5-8fd9-f92d161d76ba,manufacturer of industrial fan
7405,c5364238-39a0-454c-840e-a33b9b965578,fixed head filling machines
7406,2a0751c6-ed74-46bb-943d-b28cd75b49ea,printing on plastic
7407,088ace7c-d244-4451-974f-2a661e9fec8c,silver bracelets and cuff style bracelets
7408,07dc770f-b7b2-4f8e-a012-c78814ae490f,skins for leather manufacturers
7409,cb464a41-92de-44f5-aff7-b5216ece6371,small metal parts for leather goods
7410,834bb666-4753-4c93-bb19-912af510fcd6,painless steel cable railway
7411,cb741ffe-f9de-4edf-92bb-ed7bbde6eed7,items for numismatists
7412,cd12f91d-0f5c-4a7d-aeca-1155b3de62d4,metallic angle sections
7413,4e782ef6-e1ef-4816-ab73-11b4e279e62d,profile for the building industry
7414,edc3b320-e6c7-4ac2-a9cd-4e43541bd00b,industrial profile parts
7415,3da33acb-a5b2-4f6e-9053-12f6a769b348,special sections made to specification
7416,f79dbdd2-3bba-4738-96e3-3d6470948b42,thrust bearings
7417,6443ef06-6abd-4990-b0e0-3a7e6cdc0799,articulated heads
7418,5f6530c9-1699-49cd-97f5-48b201f7109c,races (mechanical engineering)
7419,f83d9bd2-9c9b-44b5-8dbc-c71d1c06d9a4,hot rolled hood iron
7420,eda6b846-9b8a-4059-838e-f6529a0c8316,cold-rolled painless steel strips
7421,c82531aa-08e4-4a13-8e79-82fc9c38e34d,low pressure shell holding
7422,9c0157f0-dbf8-4306-a467-0635109e7a12,forging installation
7423,de6d59bf-4d4a-4764-b047-7d1f10b25777,painless steel tables and accessories
7424,690601e9-aef1-4b3c-bc68-48e3a649e914,glass and painless steel railings
7425,9aeabebd-ca9c-4a11-b017-062cb6856ba5,silver chains
7426,9082f99d-2ccf-4b78-b329-fb4534e35492,air curtain systems for walk-in cookers and freeze
7427,27e691cb-6fce-4b14-9544-882c4463e0e0,flexible and rigid swing doors
7428,ff70713f-0981-4308-86bf-874e8e162a4d,fixed and mobile strip curtains
7429,83b15c47-f7c8-4711-a557-0e8ec7fde6e8,air curtain systems for service doors and factory gates
7430,d8c2f1cd-ce3c-48d3-9562-90bf1657d313,bulkhead air systems
7431,c3583154-b6f9-46f8-9e9c-6aa3aaa1d188,lost-wax casting
7432,f7bced6d-cc19-4aaa-8910-9fff73e8dc41,grey iron casting
7433,4801676b-a1bb-4045-bdd2-2940e7aeeeea,casting in futile iron
7434,3eb3ad45-068b-44f7-91c5-e745e525d2b7,cutting dies for the automobile industry
7435,a6decafb-aa4e-4022-ad7d-76b38bcdd199,cast iron for stamping
7436,f57edfd5-fe41-43b2-8afa-8bb756038b8a,steel foundry
7437,3fa441b4-be32-4bbd-a1e0-64bbbe0e8ce5,machine tables
7438,70b930a0-e8fc-422e-99d3-f344c0a2f162,photogravure machinery
7439,a1480483-5738-4ebb-9c47-c66bd78b95bf,force-fitting screws
7440,8d91f203-fc2d-4aa1-b7a5-530618e3a6f2,machinery and equipment for vulcanizing rubber
7441,cf0d1580-d864-4ec8-ae7b-deb6f49eae56,hand-mould casting
7442,aa0ea02a-e78f-4491-bc57-15a34e4f5ade,pressed and welded grating
7443,b261265d-96df-4add-9688-a35ac4016544,"blind rivers, air- and water-tight"
7444,385ff424-f250-43d0-86e6-1b3f53e1c604,drill bits for machining metals
7445,58357d5f-7ae6-4dff-a804-e833bd831e13,software - trade
7446,4b07f29a-ec29-4ba2-b215-d6983ed0d7d3,gold stud earrings
7447,5491065b-04d2-43b0-8740-7eadc5fbe8c0,"sodium sulphate, anhydrous"
7448,02f13a3c-349f-4820-be54-4e4a764d527d,dimethyl sulphate (des)
7449,2a24fcac-c97e-4c83-9331-542fddac7a05,recalling sulphuric acid
7450,9bee2354-d131-4dc6-9ab7-adafca276ed3,polyurea plastic coating material
7451,46f8e775-8603-47d1-bdbb-6d9559122b41,flat horses made from polyurethane
7452,d626c7ae-6685-467b-9368-45ac4548d1de,contracted straightening
7453,a809d23e-0148-4c15-9f4d-297e753d9778,repair of drilling tools
7454,835c8e22-d236-4de7-8be1-dbd7231ec4db,repair of filling spindles (reminding of tool spindles for machining centres)
7455,62dd8a2a-2c25-490f-b018-ac5dc071b252,grinding service for cutting tools
7456,5100a267-d803-4b88-b0e4-b5e668fa23b0,solid carried special drilling tools
7457,cf54fcce-1869-4dec-848a-a0766c8ebb63,wedding cake decorations
7458,7ccce728-13bc-4df9-a9eb-0ba1ff916ca7,decorations for batteries and patisseries
7459,2e8f58e1-dbd9-44a2-93f1-00ca3aa499b5,licensed products
7460,779ac0f0-f67c-4a75-81b4-fa6bda820b7b,quenched and tempered steel
7461,6ef3961a-0519-4fdd-9f2d-fd677c5a7ded,high temperature quenched and tempered steel
7462,e0435093-ab2c-478d-8719-897c221912ee,ball and roller bearing steel
7463,5be3e064-1cb0-4983-b765-309603631a2d,pressure blasting machines
7464,9fbc3e77-dce7-457a-b637-49e18b82f7df,spare parts for blasting machines
7465,bca3fbdd-f663-4124-824e-304e672c578a,pipe machining machinery
7466,5a489b96-258a-49fb-a7b2-443acf487e2e,pipe hearing
7467,71aaccf2-1604-4d8a-bbd1-7c60f0a5a50e,industrial robotics
7468,2bf93dfb-d47b-43f6-a2ec-db1f0d3ab6d1,grease nipples
7469,e4d91902-93a5-4473-9b86-d6ffba31a394,grease guns
7470,98b83d9b-9481-4b5f-a385-09519d2f33c9,button head couples
7471,964e259a-bcbb-4b96-8c6f-d223c7737803,four-jaw couples
7472,0700d776-62f2-4357-928d-9bca8fdf260e,platino jewellery
7473,2ef81889-75ab-499d-9c78-eede140d3196,layers - medical applications
7474,5d5ef5c8-1db3-4f7b-b4f3-499287640b06,grade-index fibres
7475,d5a033e0-5e38-4f6a-bdc8-4e162ff4901e,painless steel treated fitting
7476,64d60752-8b74-4427-86a4-1c2454110f4f,"connections, customer-specific"
7477,0c806034-1d0f-4eca-b7b5-4201beff6333,development of electromechanical devices
7478,447791ce-4611-4464-9a8b-726359ce0bcd,ball valves for high temperatures
7479,2ff1f4c1-60da-4837-8a47-7dce88bcdd69,bronze light fixture
7480,7bfd4d4e-03d3-4a35-9544-6b8367a02772,steel wedding accessories
7481,e34c5766-1a4b-4be8-a042-6dc302b47f65,painless steel accessories for the nautical sector
7482,d70f1e5c-e500-4ab0-a56b-24e835d30521,galvanic systems for costume and gold jewellery
7483,83cfe18f-408b-443b-bc03-98c2e2c369d9,painless steel furnishing
7484,046306c7-1dd9-4311-8f1a-56da8783ef47,prototype construction
7485,3da15e5d-e81a-4c55-8e54-30ae3d3b5ed4,fill level control systems for sisters
7486,e0129e7f-f053-4662-86a5-9478fd2d1eec,compressed-air tools
7487,45ab8c3b-f7de-4ca4-8622-38c8d2468b00,closed-die forging for nuclear technology
7488,34899c46-02fe-45f3-9411-49ca705679a0,closed-die forging for the valve industry
7489,699b8f2c-5f80-4335-8ed0-3c91ee12d968,batch production of closed-die forging
7490,214614d0-6637-4ea5-948e-cc9f95aa4f15,forged valves made to customer specification
7491,6d017a9a-47c1-47dd-82ee-407186d29b48,forging with complex geometric
7492,3b706f58-b086-4299-a642-55fb8e8c6c7f,"chains, heat-resistant"
7493,95d6e5f1-fee6-496f-b08c-5ddfc7f65a1c,special roller chains
7494,d4138497-a069-45d1-9c70-770e92b99416,corner pointing machines
7495,a40ee9f6-6034-484e-867a-0f29a897e7a6,sacred gift items
7496,d94256f7-9b6e-4f7a-8c31-80b94c31fc68,rheumatic wine presses
7497,caf06443-7889-458a-838a-9f380f5f0a96,fashionable jewellery with precious stones
7498,573bde5c-3a45-45d3-ad14-9b30e41469a7,aroma protection packing
7499,8adfb088-1061-4d37-b0ce-93e7a4facae7,coffee bag
7500,391fd0e6-e52d-4c1a-8129-8e122fd9fd50,coffee packing
7501,a63ec1a5-c848-4b8a-bfcf-c22048d39310,paper coffee packing
7502,5a25e5f6-3224-4114-8339-e163d9883206,"pouches with bottoms, stand-up pouches"
7503,60c8a87f-b46a-44f7-92cc-eeafe4a33768,cabinet knobs
7504,d03f0326-cb5b-4d4f-b6ee-32e6115d1c3f,coat dangers
7505,1ec71658-10d8-4cdd-a4b8-c9acc881d059,sheet rolls
7506,83f234f4-94e9-42df-9636-63e2fd718570,decorative items for matchmaking and jewellery
7507,c6e85fab-5cd1-493d-837a-ccca9d8a7071,jewellery cases
7508,94b6215f-fff3-441c-b1ad-23f3fdfe20af,watch making equipment
7509,241018ff-c5d7-4da2-821a-95921d71c2f4,articles in peter
7510,d5e52784-6bb9-4456-922f-581dc33b3178,peter plates
7511,9777cc63-62f1-49ad-b538-73e5061eafc7,armenian jewellery repaired
7512,6ff43fad-f928-4ce6-bad1-99846eb087ad,repair of gold jewellery
7513,a8414a3a-e850-4b95-8b74-e1116ab68d6a,laboratory dealers
7514,1b1b57d8-6fb4-4adc-a0fb-757c2743f0b7,screwdrivers for watchmaker and matchmaking
7515,42e175c0-e9d9-4836-9d61-4248a5fa1c60,"screwdrivers, he box spinners"
7516,61380b95-ea10-4192-bfa7-d0b06319707d,"manufacturer of screwdrivers for watchmaker, jewellery, opticians"
7517,6ba08ca3-a7fe-4326-beed-a7b6838a16b7,"screwdrivers with steel, interchangeable or crossed bits"
7518,d6dab7e4-656d-4d46-bdf0-9a5349cbc51c,machine precision parts - small dimensions
7519,0ce0ebdd-c839-4c6c-9b29-72eda843b866,fitting for the wine-making industry
7520,f87667b8-1437-46a5-8426-8d07450cf81f,silver-placed religious and sacred articles
7521,88328c22-7e69-435a-bc99-c1fe08f9a9c0,sacred art
7522,538ff09b-f524-4da4-9224-a379320eed6b,overflow swimming pool
7523,7fb35d5f-7390-4125-9dd7-780cfcd5af6c,amber baby necklaces
7524,dd15877a-3132-4993-ae3c-8f0fac03eeb4,amber baby bracelets
7525,923aaa85-2af0-4866-9a66-496efb608d6b,organic tea tree essential oil
7526,011b1eeb-ddaf-453b-9bb6-9b4c9f6b6e90,mother and baby books
7527,cdc8f710-eccb-47cb-acbb-e1c549b8ddc7,ribs others
7528,18f2eb64-1a5b-4f91-876b-38dc15149f13,bamboo toothbrushes
7529,eaac383e-c2c8-4d43-94e0-082c0e94a1a1,chasuble
7530,a21aae09-0db4-42d6-8180-ca8773e1af51,hears for cutting sheetmetal
7531,899eafb0-378c-4170-8419-674667bb4d01,wall-hung collectors
7532,8a46c9ec-ca73-4a12-ad84-ca3ebdecc256,mould design and production
7533,5feb4cc1-c748-4606-b842-f1c05b9f698c,examination gloves
7534,83e9561e-c894-46c8-8049-c74ba6bb4d09,high strength brass
7535,adfbaad7-7cd6-4021-b86b-3635200ac8d3,withdrawal sleeves for roller bearings
7536,620b6bf1-c86f-4e96-854a-177301fd19b6,clamping sleeves for roller bearings
7537,d6e83e09-7838-40c3-993e-9e1e630877c0,clamping and withdrawal sleeves for ball bearings
7538,c7e0da04-c740-40c1-a337-f2ddf4fcd977,self-locking shaft nuts
7539,2157e27b-bc21-400b-8c54-c6430288f5ba,lockable shaft nuts
7540,8e6e2c86-8163-45ef-90c6-b2f928430aab,locking plates
7541,f5955910-7046-4117-bd08-ac511c15a596,products for wheel sets (push caps)
7542,4dadd8ce-54ce-466a-959f-f6b113ac855d,baking pans for institutions
7543,e8ca5ae0-af0d-400e-bfc4-18f323552729,furniture disassembly and assembly
7544,7453ec21-819b-4cb6-8808-aa205b0d15b7,supplies for jewellery and goldsmiths
7545,5fe44ee3-7c4a-488c-b45d-513292cc249d,gold earrings
7546,e8c30cc2-6407-44de-9e21-1e4fe112df11,costume jewellery placed with precious metals
7547,33516dd8-9ff7-4a04-89e9-8981612942f0,coiled torsion springs
7548,7da6ca8e-278e-40df-85cc-de9cc1c8665d,bronze pushing
7549,7743aaa4-ea62-4bf8-95a9-a4f31c63ab28,batteries with painless steel pipe
7550,911b8d2d-27e9-48a3-904c-8c6a87cb2185,repairs of hydraulics
7551,9e5e8b58-3933-448f-a38a-cd973ade51b9,high-pressure pump systems for deep-hole drilling
7552,2e8ce697-4cdb-4b88-8f45-8828ff68de67,high pressure hydraulics
7553,0af85c73-ffe5-4adf-85f6-724aecdbe420,lock rashers
7554,51f6c98d-68ec-4979-8b81-7e6ffe13f9eb,gold for jewellery and goldsmiths
7555,3a975a6d-4aae-4749-8c2e-28501a54eaac,quart wrist watches
7556,f47f825e-cd38-46eb-bc9d-1223e8304828,automatic wrist-watches
7557,7f505485-69d4-4d7f-9d33-688564210800,nodular orthodontic appliance
7558,33d0c796-66e3-4db8-8fac-8c5b1c5ed749,mechanical fixing tools
7559,4a2c71f9-140e-4bc2-ad76-23a9874e70ba,petitioning feet
7560,8cec73d0-d131-414e-bc29-4a51601c846e,levelling shoes (levelling elements for machines)
7561,8bd27fbb-919f-4f25-a932-5d36e1d658c8,insulated panel
7562,2bb55ee7-9dc0-4a06-a74d-29eeb314d5f9,aluminium petitioning feet
7563,de3cabe9-5ea3-40ac-93fe-d1e38d4627ab,painless heavy-duty wedge
7564,ec4764f2-33ae-4c02-acbb-995a9415980a,chat d'or
7565,a40e5cbb-e52a-401e-b122-162f44ca2552,chat d'or
7566,c9a11ce8-d6c8-4904-be2b-7710d519c96a,rust- and acid-resistant cast steel
7567,67516be2-8050-47a9-9c67-fcb84b47ad97,semi-finished products for forging
7568,baf8dd76-b709-4cdb-aee8-f838c4f1aaee,aluminium-bronze semi-finished products
7569,24de6fa4-4deb-471b-9c55-b85de71ad5a3,manufacturer mixing tanks
7570,6d1f3d5c-8bc1-4473-a1d9-f818447e04b5,breach pump
7571,91920169-b484-4005-807b-4028638166f8,"chains, plastic"
7572,28b50afa-6074-4e58-bb8b-64aece4afbf1,painless wire ropes
7573,65703e84-19ec-4bae-b004-26734438b4f4,link chains
7574,ecb0c56a-ad34-4c48-9024-0f65c1f8d7e7,safety snap
7575,8c9f76e3-0e9c-4a02-b4c2-8fd138d8d58e,manufacture of small parts
7576,9f87287d-1037-4101-b913-6b69e617e416,gold blind-blocking printing
7577,07b55f09-940a-4078-977a-b7dead2c1d59,african craftwork
7578,97c6f46c-f9ec-475b-a665-8f41c7d3cd83,subcontractor for casting
7579,8f2b896b-372c-4c88-b8e4-96528a05f860,collectors' tokens in gold
7580,13beeb36-c508-4a02-9f22-f84ade8bc746,high-pressure compensatory
7581,27b7e96c-d4c9-4fa2-8eb9-1ebed7d1869f,art deck wall lights
7582,7ee96285-7d42-4c29-a92c-f5761edd7b9e,moustache scissors
7583,53ed6782-b51e-40fa-9ef4-9227f70a7a6c,drive-in shelling for warehousing
7584,fdc98759-d72f-4af1-8a70-5a80ed236de2,professional personal protection items
7585,691fc2e3-d8a3-4885-aecf-44bd7fe1840c,painless steel wheels
7586,de6109f2-c5b0-493d-aef4-5e01b3690789,polyrethene wheels
7587,d16c6e2c-dd93-461a-b2a5-224253ee2096,cooling conveys
7588,2688102a-bb0f-4b64-8d6a-d13199ca34a4,roller manufacture
7589,9cdbfc54-c3cb-42a8-85cf-e10056ea4f86,metal cloakroom coat dangers
7590,c9e109c3-8f15-4df9-95b8-d3a52a2cc914,is 304 and 304l perforated sheet
7591,d7a347b6-62e8-4a26-bf49-0bdb45e882e0,sheets plates coils
7592,957d152c-2fdc-4b90-b5ab-13dc4e736e4f,round bars and rods
7593,44dc1487-8a36-4c10-bae8-6a3784ff2c0d,butt weld pipe fitting
7594,99eae25f-2790-402f-b394-bbe0188a3468,fertile fitting compression fitting
7595,63722644-8f7d-4a98-b644-51209a03d241,rust-proof
7596,f8ad133e-a2ba-4647-a743-06d56e6c496d,electric thermometer
7597,89c8f0cb-2b8e-416c-9f19-a2f79cca11cf,pressure gauge with diaphragm seals
7598,fffdc14a-d712-418c-b8da-a075e3a28527,flagged diaphragm seals
7599,0cdb478b-e05d-4b45-97d8-5c162c2d563f,painless steel protection
7600,30c08e18-4735-43cd-aaca-19bf8e86166f,support equipment for street scaffolding
7601,21a771a1-9911-4082-b0d7-e5dba407a5fd,vulcanite rubber
7602,1034722c-41f6-4c55-8577-900e5761c79b,hooped bearings
7603,e2b6d750-ec14-4413-bda7-3000ede9b467,non-hooped bearings
7604,f5a1963f-3372-4903-97bf-de5647bd8fac,extraction horses
7605,bddd1402-3ccf-4c05-a686-3ef7c9efafde,steam horses
7606,5694e6a6-c604-42ee-8382-8a6c54fefa19,acrylic sheets
7607,2cecaeaa-83fe-448f-a393-3e630d288ddb,non stick cookware
7608,ba95ee84-08f9-4dee-98bf-7a1fe329a441,premium cutlery sets
7609,52e8a8a9-d607-4904-9a52-37ae3783f658,steel industrial fitting and connections
7610,497b2d43-b2d1-4643-8ec6-406dce02b905,brass allows components
7611,e5fe65dd-f2f0-400f-8ecb-a6f0fe29f8c7,brass manufacturer
7612,756b638a-c58b-411d-ba63-32302feda6f0,general building materials
7613,60b23a47-759c-48b0-a7b7-fa0a1e779020,machinery
7614,b2bc7e09-68be-4ba1-9dc8-72adaadb2d22,engaging tools for jewellery and goldsmiths
7615,d48371fd-88e2-4d31-9f0c-37e145a11c82,finishing
7616,f6ae5c7a-c067-4a07-a9f8-8741cfb7f6f3,industrial flowers
7617,2bb2e242-595b-4faa-8d1d-c5e1e8fd39a0,painless steel fan
7618,45aa283a-399b-46dd-8b77-513f57101533,high-pressure fan
7619,dcdfa9e8-fc01-4f15-a144-972756fe3b42,ribbed pipe heat exchanges
7620,d320fb3f-fbec-42f9-8272-01b2ef5e1091,venture wholesale
7621,7d87dc3e-bd36-4d3f-8ea1-cc11aebea7a8,acrylic teeth
7622,b30ace7b-2a74-4073-94c6-6c35cb3834b7,acrylic prosthetics
7623,c28eae11-6ac4-4f0c-80b8-6ebb51b7f2f5,thermoform rays
7624,a3ea8f15-321f-458d-966f-afe3bccef00c,having stone machine
7625,e3f68833-f5c0-49e9-be4b-e4b40420bb14,abrasion materials
